document,actual,for sale,hockey,apple hardware,atheism,email filler,university misc,electronics,guns
1457,guns,12.17,6.88,6.88,10.05,11.11,10.58,11.11,31.22
1458,guns,20.83,6.77,9.9,8.85,8.85,8.85,8.85,27.08
1459,guns,10.76,7.17,5.38,7.62,12.56,8.97,7.17,40.36
1460,guns,24.46,4.32,7.55,6.12,5.04,5.04,6.83,40.65
1461,guns,17.78,8.33,9.44,6.67,12.78,15.56,7.22,22.22
1462,guns,16.08,11.89,9.09,9.79,7.69,11.89,11.89,21.68
1463,apple hardware,8.55,14.53,18.8,9.4,10.26,11.11,11.11,16.24
1464,guns,23.64,4.47,4.79,6.07,4.79,8.63,6.71,40.89
1465,guns,15.59,3.53,4.12,7.35,4.12,6.76,5.29,53.24
1466,for sale,35.33,4.25,2.9,16.22,3.09,5.98,5.79,26.45
1467,for sale,35.86,3.95,4.61,8.22,4.61,6.91,7.57,28.29
1468,guns,8.72,13.95,7.56,6.4,18.02,8.72,8.72,27.91
1469,guns,32.6,3.65,3.89,6.08,4.87,3.65,11.92,33.33
1470,guns,12.69,9.7,11.19,8.21,15.67,9.7,11.19,21.64
1471,guns,18.26,8.22,8.68,7.31,7.31,9.59,7.31,33.33
1472,guns,17.65,2.7,3.18,15.1,2.86,2.54,5.56,50.4
1473,guns,8.86,6.33,6.33,8.23,8.23,13.29,8.23,40.51
1474,guns,19.19,5.54,6.64,11.44,4.8,8.12,8.12,36.16
1475,guns,4.64,5.88,4.02,20.12,6.19,5.26,7.43,46.44
1476,guns,11.8,7.87,7.25,8.07,4.76,4.35,6.42,49.48
1477,atheism,12.81,7.02,5.79,20.66,11.98,16.53,9.09,16.12
1478,guns,24.37,2.5,3.17,6.68,2.5,3.34,4.01,53.42
1479,guns,24.22,3.41,2.61,7.25,4.13,2.03,4.57,51.78
1480,guns,7.5,5.5,6.0,9.5,6.5,19.5,6.5,39.0
1481,guns,10.48,5.71,8.57,10.48,10.0,7.14,10.0,37.62
1482,guns,13.33,11.67,9.17,9.17,10.83,15.83,9.17,20.83
1483,guns,27.71,4.82,8.03,7.63,8.03,7.23,6.02,30.52
1484,for sale,26.11,7.01,8.92,12.1,11.46,14.65,7.01,12.74
1485,guns,21.3,6.51,9.47,13.02,7.1,11.24,8.88,22.49
1486,guns,16.58,9.84,10.36,9.84,9.84,10.36,7.25,25.91
1487,guns,12.21,5.73,5.34,7.63,4.96,7.63,8.4,48.09
1488,guns,7.13,3.23,4.24,8.83,3.06,3.9,4.07,65.53
1489,guns,8.82,7.19,8.5,11.76,8.82,3.92,8.17,42.81
1490,guns,7.14,9.34,6.59,6.04,9.34,7.14,6.04,48.35
1491,guns,9.62,12.82,8.33,8.97,15.38,9.62,10.9,24.36
1492,email filler,8.94,11.38,12.2,11.38,17.89,11.38,10.57,16.26
1493,guns,11.88,5.94,5.94,7.92,7.43,6.93,6.44,47.52
1494,guns,15.11,1.71,2.37,18.0,3.68,3.55,3.55,52.04
1495,guns,19.56,1.54,2.75,15.16,1.76,2.64,9.67,46.92
1496,guns,23.44,2.65,4.35,10.02,2.84,3.21,5.29,48.2
1497,guns,8.63,9.35,7.91,10.79,8.63,17.99,9.35,27.34
1498,guns,12.18,6.74,5.18,15.03,5.18,10.1,6.22,39.38
1499,guns,11.81,7.38,11.44,8.86,11.44,8.12,7.01,33.95
1500,guns,17.54,6.14,6.14,8.33,9.21,8.77,5.7,38.16
1501,email filler,11.11,10.32,7.94,11.11,24.6,10.32,7.94,16.67
1502,guns,11.11,8.0,6.22,9.33,6.67,6.22,9.78,42.67
1503,guns,14.47,8.55,7.89,11.84,14.47,9.87,7.89,25.0
1504,guns,16.87,3.68,3.37,11.35,4.91,8.59,7.67,43.56
1505,guns,13.45,7.02,7.6,12.87,7.02,17.54,6.43,28.07
1506,guns,26.52,6.63,7.18,9.94,8.84,6.08,7.18,27.62
1507,guns,8.43,8.43,9.64,10.24,9.64,15.06,6.02,32.53
1508,guns,21.81,3.97,4.82,17.85,4.82,6.23,8.22,32.29
1509,guns,15.2,7.6,7.02,11.7,7.02,9.94,6.43,35.09
1510,atheism,18.34,5.33,4.44,23.67,13.61,13.31,5.33,15.98
1511,guns,10.91,8.48,7.27,7.27,7.88,9.7,10.91,37.58
1512,guns,2.32,3.53,1.76,2.79,2.41,2.51,3.44,81.24
1513,university misc,7.63,8.4,9.92,9.92,18.32,19.08,8.4,18.32
1514,guns,17.07,6.62,6.62,8.01,13.59,6.62,8.36,33.1
1515,guns,15.02,6.01,4.72,17.6,7.73,11.59,6.87,30.47
1516,guns,10.63,5.31,10.63,9.18,9.66,13.53,6.76,34.3
1517,email filler,8.79,5.49,6.04,9.34,29.12,15.93,8.24,17.03
1518,guns,14.29,7.83,6.45,7.83,6.91,10.14,7.83,38.71
1519,guns,10.31,7.63,3.82,7.25,9.92,10.31,8.02,42.75
1520,guns,16.97,7.88,7.88,7.88,6.06,11.52,7.88,33.94
1521,guns,11.94,6.97,6.97,15.92,10.45,9.95,9.45,28.36
1522,guns,9.43,6.13,8.49,20.75,8.49,14.62,10.38,21.7
1523,guns,21.3,6.02,6.48,9.26,7.87,7.87,6.02,35.19
1524,for sale,38.26,2.15,2.65,9.34,3.54,4.42,3.54,36.11
1525,guns,16.73,5.58,9.29,5.2,5.2,12.27,6.69,39.03
1526,guns,10.55,8.04,6.53,13.07,6.53,10.55,10.05,34.67
1527,guns,17.39,5.22,6.52,9.13,6.96,10.43,5.65,38.7
1528,guns,11.54,9.23,10.0,13.08,13.85,11.54,11.54,19.23
1529,email filler,10.71,10.71,10.71,9.82,16.96,12.5,11.61,16.96
1530,guns,17.46,5.82,5.82,6.88,8.99,10.58,7.41,37.04
1531,guns,26.89,4.23,4.83,8.16,4.83,6.95,8.76,35.35
1532,guns,8.44,8.44,7.79,7.79,9.09,14.29,8.44,35.71
1533,guns,20.87,4.35,6.52,6.09,9.13,13.04,8.7,31.3
1534,guns,17.5,5.0,4.69,10.31,7.5,12.5,10.31,32.19
1535,guns,27.39,5.22,6.09,7.39,6.52,8.26,7.83,31.3
1536,guns,16.02,6.49,5.63,9.09,7.36,8.66,6.93,39.83
1537,guns,20.83,3.33,3.61,7.5,5.56,10.56,7.5,41.11
1538,for sale,21.78,8.0,5.33,11.11,13.78,12.0,7.56,20.44
1539,university misc,13.53,8.21,8.7,9.66,15.46,19.81,5.31,19.32
1540,guns,16.16,5.56,8.59,5.56,9.09,9.09,10.1,35.86
1541,guns,15.87,5.29,11.06,9.62,8.17,6.73,5.77,37.5
1542,for sale,25.63,5.53,8.54,9.55,9.05,9.55,8.04,24.12
1543,guns,16.11,7.22,6.67,11.11,8.89,14.44,8.33,27.22
1544,guns,10.37,9.76,6.71,9.76,10.37,15.24,9.76,28.05
1545,guns,17.33,9.33,8.89,8.89,10.67,10.67,8.0,26.22
1546,guns,7.69,10.86,7.69,9.05,9.05,14.03,5.88,35.75
1547,guns,7.93,10.98,8.54,9.76,12.2,10.37,6.71,33.54
1548,guns,18.34,3.51,5.74,24.08,5.58,5.42,10.69,26.63
1549,guns,16.35,6.73,10.58,12.98,7.69,10.58,5.77,29.33
1550,guns,17.1,7.77,6.74,8.29,7.77,8.81,10.88,32.64
1551,guns,13.19,8.33,12.5,12.5,9.03,11.11,8.33,25.0
1552,guns,12.05,7.23,7.83,12.05,10.84,14.46,9.04,26.51
1553,guns,21.97,5.57,5.57,11.15,4.59,9.18,9.84,32.13
1554,guns,15.55,7.14,7.14,9.66,6.72,7.98,7.56,38.24
1555,guns,10.29,6.29,6.29,6.86,10.86,9.71,10.29,39.43
1556,guns,15.38,6.25,7.21,12.02,7.69,12.5,8.65,30.29
1557,guns,9.79,8.09,7.66,11.06,8.09,8.09,7.23,40.0
1558,guns,14.17,5.26,6.88,6.48,7.69,11.74,8.1,39.68
1559,guns,12.82,10.9,7.69,8.97,8.97,13.46,9.62,27.56
1560,guns,9.84,7.65,7.1,13.66,12.02,12.02,13.11,24.59
1561,guns,12.75,6.37,5.88,12.25,13.24,10.29,9.31,29.9
1562,guns,12.88,7.98,6.75,9.82,7.36,13.5,7.36,34.36
1563,guns,11.3,9.57,9.57,8.7,13.04,18.26,9.57,20.0
1564,guns,8.7,5.07,6.88,7.97,4.71,12.68,9.06,44.93
1565,email filler,13.39,8.93,9.82,9.82,16.96,14.29,14.29,12.5
1566,guns,17.48,5.59,5.24,9.79,6.64,7.34,6.64,41.26
1567,email filler,0.64,2.08,3.35,0.64,90.35,0.95,0.87,1.13
1568,guns,21.35,4.98,5.34,6.05,5.34,16.01,6.41,34.52
1569,guns,20.04,4.2,4.77,14.12,4.77,4.01,17.75,30.34
1570,for sale,24.73,5.38,9.14,14.52,7.53,15.59,5.38,17.74
1571,guns,19.85,4.49,4.49,11.24,7.12,9.36,5.99,37.45
1572,atheism,12.89,8.25,10.31,18.04,8.76,13.4,10.31,18.04
1573,guns,13.44,5.14,7.91,11.46,6.32,15.42,5.53,34.78
1574,guns,12.5,1.91,2.35,8.68,2.65,3.09,3.82,65.0
1575,guns,9.47,4.36,3.6,9.09,5.3,3.22,8.14,56.82
1576,university misc,12.84,8.78,9.46,7.43,8.78,32.43,8.11,12.16
1577,university misc,10.14,6.76,10.14,10.63,7.25,26.09,8.7,20.29
1578,guns,8.16,6.8,9.52,8.16,11.56,13.61,8.16,34.01
1579,guns,14.29,5.56,7.14,7.14,12.3,7.94,8.33,37.3
1580,guns,13.73,6.67,5.49,8.63,7.06,9.8,6.67,41.96
1581,guns,12.78,6.11,7.22,10.56,6.67,12.78,6.67,37.22
1582,guns,9.66,7.59,7.59,6.9,7.59,19.31,9.66,31.72
1583,guns,11.19,5.42,8.3,14.8,9.39,5.42,9.39,36.1
1584,guns,15.79,8.77,9.94,9.36,16.37,13.45,6.43,19.88
1585,guns,9.94,10.56,8.7,11.8,10.56,10.56,8.7,29.19
1586,guns,14.36,5.13,8.21,6.67,10.26,11.28,7.69,36.41
1587,guns,6.04,7.14,10.99,11.54,17.58,8.79,10.99,26.92
1588,guns,16.83,5.45,8.91,7.43,11.39,5.45,8.91,35.64
1589,guns,11.34,5.15,8.76,12.37,6.19,6.7,10.31,39.18
1590,guns,20.9,3.86,5.47,12.22,6.43,9.32,5.14,36.66
1591,for sale,20.45,8.33,8.33,10.61,13.64,12.12,13.64,12.88
1592,university misc,12.2,10.37,9.15,10.98,12.2,23.17,11.59,10.37
1593,guns,11.76,8.82,11.03,12.5,10.29,10.29,10.29,25.0
1594,atheism,13.77,8.7,11.59,19.57,7.97,14.49,10.14,13.77
1595,guns,20.66,6.64,4.8,7.01,7.01,11.07,4.8,38.01
1596,for sale,36.1,4.33,4.69,15.16,8.3,6.14,6.14,19.13
1597,guns,18.75,5.73,9.38,8.85,13.02,12.5,7.29,24.48
1598,university misc,15.51,8.02,5.88,5.35,8.02,24.06,9.63,23.53
1599,guns,16.82,3.98,4.59,18.96,6.12,8.87,5.81,34.86
1600,for sale,27.78,5.16,5.95,14.29,5.95,12.7,5.95,22.22
1601,guns,12.68,9.15,12.68,10.56,9.86,9.86,9.86,25.35
1602,guns,16.67,9.14,6.45,8.06,8.06,15.59,11.29,24.73
1603,guns,17.65,8.02,6.95,11.76,12.83,13.9,9.63,19.25
1604,university misc,12.02,7.65,6.01,8.2,13.66,24.04,11.48,16.94
1605,apple hardware,10.12,7.29,32.79,10.93,6.07,13.77,9.31,9.72
1606,for sale,20.13,6.92,11.95,7.55,17.61,10.06,10.06,15.72
1607,email filler,9.09,7.14,14.94,9.09,29.87,10.39,9.74,9.74
1608,apple hardware,9.88,6.17,24.69,12.96,13.58,16.05,9.88,6.79
1609,apple hardware,6.25,5.21,30.73,7.81,10.42,16.67,15.1,7.81
1610,apple hardware,8.13,8.94,26.02,8.13,18.7,8.94,12.2,8.94
1611,email filler,11.81,9.72,15.97,9.03,22.22,7.64,14.58,9.03
1612,email filler,11.61,8.39,17.42,8.39,27.1,9.68,10.32,7.1
1613,apple hardware,12.04,10.19,25.0,9.26,10.19,12.96,10.19,10.19
1614,email filler,9.18,6.63,18.88,7.14,26.02,11.22,10.71,10.2
1615,apple hardware,6.58,9.87,27.63,7.89,21.05,8.55,11.18,7.24
1616,electronics,11.69,9.09,12.99,6.49,16.88,13.64,20.13,9.09
1617,apple hardware,10.37,8.89,28.15,8.89,8.89,9.63,14.81,10.37
1618,apple hardware,10.78,6.03,30.17,11.64,9.91,8.62,13.36,9.48
1619,apple hardware,10.17,11.02,16.95,11.02,14.41,14.41,12.71,9.32
1620,email filler,10.0,12.5,14.17,10.0,19.17,10.83,10.83,12.5
1621,apple hardware,10.57,6.5,37.8,7.32,6.1,8.13,13.82,9.76
1622,apple hardware,14.29,11.73,25.51,8.16,11.22,8.67,7.65,12.76
1623,apple hardware,22.34,9.84,34.04,9.04,4.26,5.59,8.51,6.38
1624,university misc,12.28,9.65,15.79,8.77,15.79,17.54,9.65,10.53
1625,atheism,11.22,5.85,14.15,21.95,9.27,12.2,11.71,13.66
1626,email filler,10.0,8.57,18.57,9.29,25.0,12.86,8.57,7.14
1627,apple hardware,7.93,6.1,32.32,9.15,11.59,14.02,9.15,9.76
1628,apple hardware,8.94,8.94,25.2,9.76,16.26,12.2,9.76,8.94
1629,apple hardware,12.16,5.1,43.92,7.45,7.06,7.06,9.02,8.24
1630,university misc,11.45,12.98,13.74,9.16,14.5,16.03,11.45,10.69
1631,apple hardware,11.11,9.63,22.96,11.85,15.56,12.59,7.41,8.89
1632,apple hardware,20.2,5.42,33.5,6.4,6.9,8.37,10.34,8.87
1633,apple hardware,8.72,8.72,31.54,10.74,10.74,10.74,11.41,7.38
1634,apple hardware,6.25,7.29,38.54,6.77,13.02,13.02,8.33,6.77
1635,apple hardware,9.77,7.47,27.59,10.92,15.52,13.22,9.2,6.32
1636,apple hardware,9.52,11.11,28.57,7.94,14.29,11.11,8.73,8.73
1637,apple hardware,8.29,6.63,30.39,7.73,13.26,12.71,10.5,10.5
1638,apple hardware,8.56,9.09,36.9,9.63,9.09,10.16,8.56,8.02
1639,email filler,8.74,5.34,19.9,7.77,27.18,10.19,11.65,9.22
1640,apple hardware,14.06,7.81,21.09,10.16,14.06,14.06,10.16,8.59
1641,apple hardware,10.2,7.65,30.1,6.63,14.29,9.69,15.31,6.12
1642,email filler,8.47,9.32,18.64,8.47,27.12,10.17,9.32,8.47
1643,email filler,14.09,9.4,20.13,7.38,22.82,7.38,9.4,9.4
1644,for sale,22.5,7.0,21.5,8.0,6.5,10.5,13.5,10.5
1645,apple hardware,8.62,9.48,27.59,8.62,12.93,12.93,11.21,8.62
1646,email filler,12.92,7.66,15.31,5.74,26.32,14.83,8.61,8.61
1647,apple hardware,11.27,6.37,29.9,8.82,13.73,13.24,9.8,6.86
1648,apple hardware,22.89,4.82,30.52,8.43,6.83,6.43,6.43,13.65
1649,apple hardware,9.62,6.73,26.44,11.06,6.73,9.13,20.19,10.1
1650,apple hardware,8.44,6.49,35.06,12.34,11.04,9.74,8.44,8.44
1651,apple hardware,18.55,6.33,32.13,7.69,7.24,11.31,7.24,9.5
1652,apple hardware,6.51,3.77,43.84,7.53,4.79,5.14,21.92,6.51
1653,email filler,8.28,7.69,18.34,8.88,24.26,10.65,13.61,8.28
1654,apple hardware,11.81,9.45,21.26,11.02,17.32,12.6,7.87,8.66
1655,email filler,7.74,12.26,11.61,9.03,21.94,12.26,12.9,12.26
1656,apple hardware,9.09,6.06,35.76,6.67,16.36,9.09,8.48,8.48
1657,email filler,16.15,8.46,15.38,10.0,17.69,11.54,13.08,7.69
1658,apple hardware,9.73,8.11,30.27,6.49,14.05,8.65,12.97,9.73
1659,university misc,12.32,8.7,10.87,8.7,15.22,19.57,10.87,13.77
1660,apple hardware,12.06,9.05,31.66,10.05,8.04,12.56,6.53,10.05
1661,apple hardware,14.75,7.65,34.97,9.29,9.29,9.29,8.2,6.56
1662,apple hardware,13.97,8.09,23.53,11.03,8.82,14.71,10.29,9.56
1663,apple hardware,11.54,7.69,21.54,8.46,16.92,12.31,11.54,10.0
1664,apple hardware,12.09,9.34,24.73,8.79,12.64,9.89,13.19,9.34
1665,for sale,29.22,5.94,25.57,5.94,7.76,10.5,8.68,6.39
1666,apple hardware,22.0,8.0,30.0,9.5,6.5,7.5,8.0,8.5
1667,apple hardware,11.51,10.07,29.5,8.63,10.07,12.95,7.91,9.35
1668,apple hardware,10.26,8.33,35.26,8.33,10.26,11.54,8.97,7.05
1669,apple hardware,25.0,3.89,33.61,9.17,5.28,5.28,13.06,4.72
1670,university misc,9.77,8.27,16.54,9.02,13.53,21.8,10.53,10.53
1671,apple hardware,13.5,5.5,23.0,7.0,23.0,12.0,9.0,7.0
1672,for sale,18.44,8.38,12.29,11.17,15.08,14.53,11.73,8.38
1673,apple hardware,9.23,6.15,44.62,6.67,10.77,9.74,6.15,6.67
1674,apple hardware,9.23,10.0,26.92,7.69,13.08,14.62,10.77,7.69
1675,electronics,10.98,6.82,20.83,10.98,11.36,12.12,21.59,5.3
1676,apple hardware,11.49,8.05,28.74,9.77,12.64,9.77,9.77,9.77
1677,apple hardware,16.2,10.56,21.13,7.75,9.15,13.38,7.75,14.08
1678,apple hardware,14.37,8.38,25.15,10.18,10.18,18.56,6.59,6.59
1679,for sale,23.08,6.23,19.05,12.09,12.09,9.52,8.06,9.89
1680,university misc,9.7,8.21,14.93,8.21,13.43,26.87,9.7,8.96
1681,apple hardware,13.33,8.15,21.48,9.63,13.33,11.85,8.89,13.33
1682,apple hardware,14.61,9.59,29.22,5.02,10.05,12.33,12.33,6.85
1683,apple hardware,16.37,9.36,27.49,6.43,8.77,14.62,8.77,8.19
1684,apple hardware,12.24,5.61,45.41,5.61,6.63,9.18,8.67,6.63
1685,university misc,17.82,9.2,9.2,6.9,9.77,22.41,16.67,8.05
1686,apple hardware,14.39,8.63,27.34,8.63,9.35,12.23,10.07,9.35
1687,email filler,14.74,6.32,19.47,7.37,26.32,10.0,7.37,8.42
1688,apple hardware,13.26,4.61,39.77,7.2,5.48,7.49,17.29,4.9
1689,apple hardware,10.95,4.61,41.21,6.92,3.75,8.93,19.6,4.03
1690,apple hardware,9.78,9.78,24.46,9.78,20.11,10.33,9.78,5.98
1691,email filler,13.36,4.31,21.12,9.48,30.6,6.47,8.19,6.47
1692,apple hardware,13.5,10.43,24.54,6.75,9.2,19.63,8.59,7.36
1693,university misc,17.07,7.93,10.37,7.93,10.37,23.78,14.63,7.93
1694,for sale,30.27,5.75,25.67,6.51,6.51,8.81,6.13,10.34
1695,apple hardware,8.05,7.38,39.6,7.38,10.07,12.08,8.05,7.38
1696,apple hardware,8.15,8.15,25.93,7.41,11.11,16.3,15.56,7.41
1697,apple hardware,20.74,6.38,23.94,6.91,14.36,10.11,11.7,5.85
1698,university misc,14.97,5.99,13.17,6.59,14.97,25.15,10.18,8.98
1699,apple hardware,12.27,7.98,34.97,6.75,7.36,10.43,8.59,11.66
1700,email filler,10.5,8.0,16.5,8.0,17.0,17.0,17.0,6.0
1701,apple hardware,15.29,4.34,46.69,3.93,11.78,7.64,5.58,4.75
1702,apple hardware,7.23,6.63,28.31,6.63,10.84,20.48,12.65,7.23
1703,email filler,13.83,5.85,20.74,9.04,24.47,6.38,11.17,8.51
1704,apple hardware,14.55,6.91,51.27,4.0,5.09,5.09,8.0,5.09
1705,apple hardware,17.81,6.85,26.94,8.22,15.53,7.31,9.13,8.22
1706,email filler,10.77,8.46,16.92,9.23,17.69,16.15,9.23,11.54
1707,university misc,15.83,8.63,12.95,9.35,10.07,20.14,14.39,8.63
1708,apple hardware,20.35,6.4,26.74,8.14,8.72,12.21,8.14,9.3
1709,university misc,9.63,8.89,17.78,7.41,10.37,25.19,10.37,10.37
1710,apple hardware,18.06,6.61,33.04,7.05,8.81,7.49,10.57,8.37
1711,apple hardware,11.59,5.31,28.5,7.25,8.21,17.39,11.59,10.14
1712,email filler,14.41,4.66,19.49,7.63,27.97,7.2,10.17,8.47
1713,apple hardware,10.66,9.84,22.95,10.66,15.57,9.02,12.3,9.02
1714,apple hardware,9.27,3.86,49.03,7.34,7.34,8.88,6.95,7.34
1715,apple hardware,18.26,6.09,25.22,11.3,9.13,13.91,10.0,6.09
1716,university misc,9.77,12.78,17.29,8.27,9.02,25.56,9.02,8.27
1717,apple hardware,10.32,8.39,29.03,9.68,9.68,12.9,12.26,7.74
1718,apple hardware,18.18,12.27,25.0,6.82,10.45,10.45,8.18,8.64
1719,apple hardware,11.0,6.22,41.63,9.57,5.26,10.53,8.61,7.18
1720,apple hardware,13.26,6.08,33.7,6.63,15.47,7.18,11.05,6.63
1721,university misc,12.1,7.01,14.65,10.19,14.01,24.2,10.19,7.64
1722,apple hardware,13.11,6.01,22.95,8.74,13.11,20.22,8.2,7.65
1723,university misc,17.03,7.69,13.74,9.34,12.64,18.68,9.34,11.54
1724,apple hardware,8.38,6.15,26.26,7.82,17.32,15.64,10.61,7.82
1725,apple hardware,15.62,6.25,34.77,8.2,8.2,10.16,7.42,9.38
1726,apple hardware,13.81,6.63,30.39,7.18,9.39,11.05,7.18,14.36
1727,apple hardware,10.19,10.19,18.52,11.11,12.04,12.96,10.19,14.81
1728,for sale,23.81,8.99,20.63,8.47,8.47,10.58,13.23,5.82
1729,apple hardware,18.77,5.8,27.3,6.14,8.53,4.44,20.82,8.19
1730,apple hardware,10.61,7.26,31.84,7.26,13.97,7.82,12.29,8.94
1731,apple hardware,9.68,9.68,18.55,10.48,16.94,14.52,10.48,9.68
1732,apple hardware,9.33,4.89,31.56,15.11,12.89,13.33,6.67,6.22
1733,university misc,10.32,9.03,12.26,10.32,12.9,17.42,10.97,16.77
1734,apple hardware,10.9,6.16,39.34,6.64,7.11,12.8,6.16,10.9
1735,for sale,18.79,8.48,8.48,10.91,9.7,12.12,15.76,15.76
1736,email filler,8.93,9.82,14.29,9.82,18.75,15.18,13.39,9.82
1737,apple hardware,12.14,7.77,32.52,5.83,8.25,11.17,15.05,7.28
1738,apple hardware,9.89,7.14,21.98,8.24,21.43,13.74,9.89,7.69
1739,email filler,12.98,11.45,16.79,7.63,19.08,10.69,12.21,9.16
1740,email filler,9.38,11.72,14.06,11.72,17.97,13.28,13.28,8.59
1741,university misc,12.5,6.55,17.86,7.14,11.31,18.45,17.26,8.93
1742,university misc,11.02,10.24,14.96,9.45,11.81,21.26,10.24,11.02
1743,electronics,12.44,5.18,15.03,5.18,7.77,23.83,24.35,6.22
1744,apple hardware,13.93,8.2,19.67,9.84,13.11,15.57,11.48,8.2
1745,apple hardware,11.2,12.0,22.4,8.8,17.6,9.6,10.4,8.0
1746,apple hardware,5.91,5.91,36.02,11.29,8.6,12.37,12.37,7.53
1747,apple hardware,9.71,10.68,23.3,11.65,12.62,11.65,9.71,10.68
1748,apple hardware,13.28,10.94,26.56,9.38,7.81,13.28,10.94,7.81
1749,apple hardware,11.73,5.59,41.34,7.82,6.15,13.41,6.7,7.26
1750,apple hardware,11.76,6.33,34.39,7.69,5.43,16.29,8.14,9.95
1751,apple hardware,12.89,6.7,34.54,5.67,6.7,10.31,15.46,7.73
1752,apple hardware,10.78,7.35,42.65,6.37,8.82,8.82,10.29,4.9
1753,apple hardware,17.95,5.13,31.2,7.26,5.98,9.4,16.24,6.84
1754,apple hardware,11.9,7.14,29.52,7.14,16.19,8.1,12.38,7.62
1755,email filler,8.15,10.37,14.07,9.63,25.19,11.85,11.85,8.89
1756,electronics,11.06,7.54,21.61,9.55,9.55,6.53,22.11,12.06
1757,apple hardware,12.42,7.45,21.74,8.7,14.91,11.18,16.77,6.83
1758,electronics,15.04,4.07,12.6,6.5,8.54,8.54,33.33,11.38
1759,apple hardware,19.46,5.95,21.08,9.19,14.59,10.81,10.27,8.65
1760,email filler,9.72,8.33,13.89,11.81,15.97,15.28,15.28,9.72
1761,apple hardware,8.86,6.33,31.65,9.49,12.66,12.66,8.86,9.49
1762,email filler,10.75,11.83,12.9,10.75,15.05,12.9,12.9,12.9
1763,apple hardware,14.68,3.97,27.38,7.94,15.48,8.33,11.51,10.71
1764,apple hardware,10.22,11.68,23.36,8.03,15.33,11.68,9.49,10.22
1765,apple hardware,13.45,9.24,22.69,8.4,12.61,13.45,11.76,8.4
1766,apple hardware,13.64,9.74,20.13,7.79,10.39,9.74,19.48,9.09
1767,apple hardware,10.91,7.27,31.82,8.18,9.09,10.0,17.27,5.45
1768,apple hardware,7.53,7.53,34.25,8.22,13.01,10.27,10.96,8.22
1769,university misc,9.09,9.85,16.67,10.61,13.64,17.42,12.12,10.61
1770,email filler,12.5,8.09,17.65,10.29,19.12,7.35,12.5,12.5
1771,apple hardware,13.79,9.48,25.0,8.62,10.34,14.66,9.48,8.62
1772,apple hardware,12.64,5.75,31.03,8.62,10.34,9.2,13.22,9.2
1773,apple hardware,10.6,7.28,25.17,10.6,8.61,23.18,7.95,6.62
1774,apple hardware,9.04,6.63,30.72,9.04,12.05,12.65,7.83,12.05
1775,apple hardware,11.96,7.07,33.7,8.7,15.22,5.98,8.7,8.7
1776,apple hardware,8.37,5.91,34.98,9.85,6.9,16.26,10.34,7.39
1777,apple hardware,12.12,9.09,21.21,10.61,12.12,18.18,7.58,9.09
1778,apple hardware,8.13,8.13,26.83,8.13,13.01,12.2,15.45,8.13
1779,apple hardware,10.9,7.05,28.85,8.97,10.9,15.38,8.97,8.97
1780,university misc,11.67,8.33,18.33,10.0,12.5,20.0,10.0,9.17
1781,apple hardware,11.7,12.77,15.96,10.64,12.77,12.77,12.77,10.64
1782,email filler,10.92,8.4,16.81,10.08,17.65,15.97,11.76,8.4
1783,email filler,9.09,7.95,14.77,11.93,18.18,12.5,16.48,9.09
1784,apple hardware,8.12,8.12,23.12,6.25,15.62,21.88,10.0,6.88
1785,university misc,10.47,8.72,18.6,6.4,8.72,26.16,12.21,8.72
1786,apple hardware,9.24,10.92,18.49,11.76,15.97,9.24,13.45,10.92
1787,apple hardware,15.67,4.85,26.12,6.72,19.4,11.19,10.82,5.22
1788,apple hardware,7.39,9.66,30.68,9.66,7.95,17.05,9.66,7.95
1789,email filler,8.67,8.09,20.81,7.51,28.9,8.09,9.25,8.67
1790,apple hardware,16.18,4.98,38.59,6.64,10.79,6.22,10.37,6.22
1791,apple hardware,16.6,4.05,41.3,8.5,8.1,7.29,9.72,4.45
1792,apple hardware,11.19,5.24,39.16,5.59,11.19,8.39,10.84,8.39
1793,email filler,9.68,9.68,12.9,12.1,20.16,14.52,11.29,9.68
1794,email filler,10.92,10.08,10.08,9.24,22.69,15.13,13.45,8.4
1795,email filler,15.62,8.59,10.16,9.38,21.09,13.28,10.16,11.72
1796,apple hardware,9.52,7.94,32.54,9.52,9.52,12.7,9.52,8.73
1797,apple hardware,12.34,7.23,37.87,5.96,11.91,9.36,7.23,8.09
1798,apple hardware,13.12,7.24,43.89,4.98,8.14,9.95,5.43,7.24
1799,apple hardware,7.59,11.03,26.21,10.34,11.72,14.48,8.28,10.34
1800,apple hardware,11.05,9.88,30.81,8.14,8.14,7.56,11.05,13.37
1801,electronics,12.07,6.47,11.64,11.64,9.05,11.64,28.02,9.48
1802,apple hardware,10.64,7.09,20.57,7.8,19.86,16.31,10.64,7.09
1803,for sale,26.69,7.04,19.65,5.28,11.44,5.28,16.13,8.5
1804,apple hardware,11.9,4.83,39.78,7.81,8.18,6.69,12.64,8.18
1805,apple hardware,15.64,7.26,40.78,9.5,6.15,7.26,6.7,6.7
1806,apple hardware,14.84,8.59,18.75,10.16,10.94,15.62,12.5,8.59
1807,apple hardware,13.64,8.33,24.24,12.88,13.64,10.61,9.09,7.58
1808,apple hardware,12.5,8.59,25.0,10.94,14.06,8.59,10.94,9.38
1809,apple hardware,17.0,6.48,30.77,7.69,8.5,11.74,8.5,9.31
