document,actual,apple hardware,electronics,email filler words,for sale,hockey,guns,atheism,misc
1454,email filler words,14.49,9.42,16.67,9.42,15.22,12.32,9.42,13.04
1455,apple hardware,39.2,6.53,8.04,11.06,7.04,6.53,9.05,12.56
1456,apple hardware,30.6,8.2,12.57,11.48,8.2,7.65,7.1,14.21
1457,apple hardware,30.15,8.82,11.03,8.09,9.56,8.82,10.29,13.24
1458,apple hardware,23.85,11.54,14.62,14.62,8.46,8.46,7.69,10.77
1459,apple hardware,27.47,12.09,9.89,10.99,9.34,9.89,7.14,13.19
1460,apple hardware,24.2,15.98,8.22,8.22,6.39,5.94,8.22,22.83
1461,apple hardware,29.0,10.0,8.5,7.0,6.5,8.5,7.0,23.5
1462,apple hardware,29.5,9.35,12.23,10.79,7.91,7.91,10.07,12.23
1463,apple hardware,31.41,11.54,12.18,9.62,8.97,7.05,7.69,11.54
1464,apple hardware,32.22,12.5,6.39,5.83,3.33,7.5,5.83,26.39
1465,email filler words,18.05,8.27,27.07,9.77,9.02,9.02,9.77,9.02
1466,apple hardware,25.0,10.5,24.0,9.0,6.0,6.0,6.0,13.5
1467,apple hardware,17.32,10.61,12.29,16.2,7.82,10.06,12.85,12.85
1468,apple hardware,48.21,7.18,10.26,6.15,5.13,6.15,9.74,7.18
1469,apple hardware,33.85,7.69,13.85,10.0,10.0,9.23,7.69,7.69
1470,apple hardware,27.27,16.67,7.58,11.36,6.82,11.74,10.23,8.33
1471,apple hardware,31.61,14.94,8.62,11.49,6.32,8.05,8.05,10.92
1472,apple hardware,21.13,8.45,12.68,9.86,9.15,13.38,7.75,17.61
1473,apple hardware,28.14,7.78,16.77,8.38,7.19,7.78,8.98,14.97
1474,misc,15.02,11.36,8.06,14.29,5.49,14.29,11.36,20.15
1475,email filler words,11.94,8.96,32.84,9.7,8.21,8.96,9.7,9.7
1476,apple hardware,25.93,8.89,10.37,10.37,9.63,9.63,8.15,17.04
1477,apple hardware,35.16,12.33,10.5,6.39,7.76,7.76,6.85,13.24
1478,apple hardware,28.07,8.19,14.62,7.6,8.77,8.77,7.02,16.96
1479,apple hardware,41.33,7.65,7.14,8.16,7.65,8.16,8.67,11.22
1480,email filler words,12.64,13.22,14.94,10.34,14.37,10.92,10.92,12.64
1481,apple hardware,29.5,11.51,10.07,10.07,8.63,7.91,11.51,10.79
1482,apple hardware,38.42,10.53,11.58,6.32,5.79,7.37,7.37,12.63
1483,apple hardware,40.06,24.5,6.92,4.32,4.9,3.75,5.76,9.8
1484,apple hardware,40.06,23.63,6.34,4.03,4.32,4.03,6.05,11.53
1485,apple hardware,34.24,9.78,10.33,8.7,10.87,6.52,5.98,13.59
1486,apple hardware,46.98,6.9,8.19,8.62,4.74,5.6,9.48,9.48
1487,apple hardware,26.38,8.59,13.5,12.88,7.98,8.59,6.75,15.34
1488,misc,16.46,14.02,11.59,7.32,15.24,9.15,7.93,18.29
1489,misc,22.99,5.75,10.73,9.96,8.05,9.58,7.66,25.29
1490,apple hardware,42.28,8.05,8.72,7.38,6.71,7.38,8.05,11.41
1491,apple hardware,35.56,12.59,8.15,13.33,7.41,8.15,7.41,7.41
1492,apple hardware,31.91,7.98,10.11,9.04,7.45,5.32,9.04,19.15
1493,email filler words,17.37,11.38,31.74,7.19,7.19,7.19,7.19,10.78
1494,apple hardware,39.26,12.88,6.75,7.98,7.36,9.2,6.75,9.82
1495,email filler words,17.5,15.5,23.0,8.5,11.5,6.5,5.5,12.0
1496,apple hardware,51.24,6.2,6.4,8.06,3.1,6.82,7.02,11.16
1497,apple hardware,39.16,10.84,10.24,12.05,6.63,7.83,6.02,7.23
1498,apple hardware,38.3,12.23,7.45,7.98,5.85,8.51,7.45,12.23
1499,apple hardware,47.27,8.36,6.91,7.64,7.27,5.82,5.09,11.64
1500,apple hardware,26.48,10.05,15.98,7.31,6.85,8.22,8.22,16.89
1501,for sale,16.15,8.46,15.38,20.0,7.69,9.23,13.08,10.0
1502,apple hardware,19.42,14.39,12.95,9.35,12.23,9.35,9.35,12.95
1503,apple hardware,26.16,9.3,13.37,6.98,6.98,9.3,8.14,19.77
1504,apple hardware,20.74,11.11,13.33,11.85,14.07,9.63,8.15,11.11
1505,apple hardware,31.28,9.69,7.49,8.37,8.81,9.69,6.17,18.5
1506,apple hardware,35.75,10.14,10.63,11.59,5.31,8.21,7.73,10.63
1507,apple hardware,40.68,11.02,11.44,5.93,5.51,5.51,5.08,14.83
1508,apple hardware,22.13,9.84,11.48,9.84,9.84,9.02,13.11,14.75
1509,apple hardware,52.51,6.56,8.49,6.18,3.86,6.18,6.95,9.27
1510,apple hardware,28.7,7.83,12.61,7.39,7.39,6.96,9.57,19.57
1511,apple hardware,23.31,9.02,20.3,9.77,9.02,10.53,8.27,9.77
1512,apple hardware,35.48,10.32,9.03,11.61,7.1,9.03,8.39,9.03
1513,apple hardware,25.91,10.0,9.09,13.18,7.27,6.36,5.91,22.27
1514,apple hardware,41.15,11.0,7.18,6.22,6.7,7.66,8.61,11.48
1515,apple hardware,35.36,11.6,7.18,8.29,6.08,7.18,6.63,17.68
1516,email filler words,14.65,11.46,24.84,11.46,9.55,7.01,10.19,10.83
1517,apple hardware,27.87,7.1,19.13,9.29,7.1,7.65,8.74,13.11
1518,email filler words,12.09,13.74,20.88,12.09,8.79,10.44,7.14,14.84
1519,apple hardware,26.82,7.82,17.32,13.97,8.38,6.7,8.38,10.61
1520,apple hardware,28.91,8.98,8.98,10.94,7.42,10.55,8.2,16.02
1521,apple hardware,27.07,9.94,11.05,8.29,8.29,14.92,6.08,14.36
1522,apple hardware,19.44,9.26,12.96,10.19,10.19,15.74,10.19,12.04
1523,apple hardware,23.28,11.64,14.81,6.35,7.41,7.94,6.88,21.69
1524,apple hardware,32.42,22.53,5.8,6.48,6.48,9.22,4.44,12.63
1525,apple hardware,29.05,10.61,7.26,15.08,8.38,9.5,9.5,10.61
1526,for sale,17.74,12.9,12.9,19.35,8.87,9.68,8.87,9.68
1527,apple hardware,33.33,6.22,10.67,9.33,6.67,7.11,16.0,10.67
1528,apple hardware,23.23,12.9,12.9,10.32,8.39,11.61,7.1,13.55
1529,apple hardware,42.18,8.06,11.37,5.69,6.16,8.06,9.48,9.0
1530,misc,10.91,15.15,13.94,7.88,7.27,15.15,10.91,18.79
1531,apple hardware,21.43,8.93,14.29,13.39,12.5,8.93,9.82,10.71
1532,apple hardware,29.61,16.99,12.62,6.31,6.31,5.34,11.65,11.17
1533,for sale,19.23,8.79,10.99,24.18,6.59,6.04,9.34,14.84
1534,email filler words,16.79,10.69,20.61,13.74,9.92,8.4,8.4,11.45
1535,apple hardware,25.78,9.38,14.06,8.59,13.28,10.16,8.59,10.16
1536,apple hardware,24.4,13.69,10.71,7.14,10.71,8.33,7.74,17.26
1537,email filler words,18.11,14.17,18.9,11.81,8.66,7.87,10.24,10.24
1538,email filler words,21.24,17.1,21.76,8.81,8.29,7.25,6.22,9.33
1539,email filler words,13.93,11.48,18.03,10.66,9.84,10.66,10.66,14.75
1540,email filler words,19.2,10.4,20.8,10.4,12.0,9.6,8.0,9.6
1541,apple hardware,40.86,11.83,10.75,5.38,5.38,6.99,8.06,10.75
1542,apple hardware,23.3,10.68,10.68,9.71,12.62,10.68,10.68,11.65
1543,apple hardware,24.22,8.59,12.5,11.72,10.16,7.81,10.16,14.84
1544,apple hardware,40.78,10.06,7.82,7.26,6.15,7.26,8.38,12.29
1545,apple hardware,38.01,7.24,9.5,7.69,6.33,8.14,11.76,11.31
1546,apple hardware,38.14,9.28,8.25,6.7,8.76,6.19,7.73,14.95
1547,apple hardware,42.16,7.35,12.25,5.88,7.35,5.88,8.33,10.78
1548,apple hardware,42.31,6.84,8.55,6.84,5.13,5.13,5.56,19.66
1549,apple hardware,30.95,8.1,16.19,13.33,5.24,10.48,6.19,9.52
1550,email filler words,15.56,11.11,17.04,15.56,14.07,9.63,8.15,8.89
1551,electronics,24.12,25.13,7.04,9.05,7.54,9.55,10.05,7.54
1552,apple hardware,23.6,16.15,10.56,11.8,8.7,6.83,10.56,11.8
1553,electronics,11.38,27.64,11.38,12.2,4.88,12.6,6.91,13.01
1554,apple hardware,27.57,7.03,12.97,8.65,5.95,10.27,11.35,16.22
1555,apple hardware,19.44,19.44,11.81,10.42,8.33,9.03,10.42,11.11
1556,apple hardware,29.75,10.76,11.39,10.76,7.59,10.76,8.86,10.13
1557,apple hardware,12.9,12.9,12.9,12.9,12.9,10.75,11.83,12.9
1558,for sale,16.67,11.11,9.92,26.98,5.16,9.13,5.16,15.87
1559,apple hardware,26.28,10.22,15.33,9.49,11.68,10.22,7.3,9.49
1560,apple hardware,24.37,9.24,14.29,10.92,10.08,8.4,10.08,12.61
1561,apple hardware,25.97,18.83,11.04,7.14,9.74,8.44,7.14,11.69
1562,apple hardware,31.36,15.0,12.27,10.45,6.36,5.91,5.91,12.73
1563,apple hardware,34.25,10.96,11.64,10.27,8.22,8.22,8.9,7.53
1564,apple hardware,21.97,9.09,12.88,13.64,9.09,14.39,9.09,9.85
1565,apple hardware,19.12,13.24,13.97,11.76,10.29,11.03,9.56,11.03
1566,apple hardware,20.69,10.34,13.79,9.48,9.48,8.62,10.34,17.24
1567,apple hardware,36.21,6.9,7.47,9.2,7.47,7.47,11.49,13.79
1568,apple hardware,39.74,8.61,10.6,7.28,7.28,6.62,9.27,10.6
1569,apple hardware,33.13,8.43,9.64,11.45,6.63,8.43,9.04,13.25
1570,apple hardware,35.33,6.52,8.15,16.3,7.07,7.61,8.7,10.33
1571,apple hardware,40.39,7.88,14.29,6.4,5.91,6.9,6.4,11.82
1572,apple hardware,21.97,10.61,10.61,9.85,17.42,8.33,8.33,12.88
1573,apple hardware,27.64,12.2,12.2,8.94,8.94,8.94,12.2,8.94
1574,apple hardware,28.21,8.33,17.95,8.33,8.33,9.62,7.05,12.18
1575,apple hardware,19.17,12.5,13.33,11.67,9.17,10.83,9.17,14.17
1576,email filler words,14.89,11.7,17.02,10.64,10.64,11.7,11.7,11.7
1577,email filler words,17.65,13.45,22.69,9.24,9.24,8.4,9.24,10.08
1578,apple hardware,18.18,12.5,16.48,14.2,9.09,9.09,10.23,10.23
1579,apple hardware,33.75,8.12,18.12,10.62,6.25,6.88,6.88,9.38
1580,apple hardware,23.84,9.88,16.86,9.88,9.3,10.47,6.4,13.37
1581,for sale,16.81,15.13,10.08,17.65,11.76,9.24,10.92,8.4
1582,apple hardware,31.72,6.72,10.07,9.33,6.34,10.07,8.21,17.54
1583,apple hardware,34.09,9.09,9.66,11.36,9.66,7.39,9.66,9.09
1584,apple hardware,28.32,9.25,23.12,8.09,8.67,8.09,8.09,6.36
1585,apple hardware,46.06,8.3,7.47,4.98,4.56,6.64,6.64,15.35
1586,apple hardware,45.34,8.91,8.5,5.26,4.45,4.86,6.88,15.79
1587,for sale,19.58,10.49,10.49,29.72,5.24,7.69,7.69,9.09
1588,email filler words,15.32,10.48,25.0,9.68,10.48,8.87,9.68,10.48
1589,email filler words,10.92,12.61,23.53,13.45,12.61,8.4,8.4,10.08
1590,email filler words,10.94,13.28,21.88,9.38,11.72,9.38,10.16,13.28
1591,apple hardware,38.1,8.73,11.9,7.94,7.94,7.94,9.52,7.94
1592,apple hardware,21.7,12.34,13.62,19.15,7.23,9.79,5.53,10.64
1593,apple hardware,38.01,7.69,11.31,7.69,6.79,10.41,6.79,11.31
1594,apple hardware,28.97,11.72,11.72,8.97,11.03,7.59,8.28,11.72
1595,apple hardware,26.74,13.95,8.14,9.88,9.3,11.05,9.3,11.63
1596,electronics,18.53,23.71,8.62,8.62,4.74,10.34,8.19,17.24
1597,for sale,17.73,8.51,14.18,21.99,7.8,8.51,8.51,12.77
1598,apple hardware,28.45,19.65,5.87,4.99,8.5,7.04,6.74,18.77
1599,apple hardware,32.34,10.04,9.29,11.9,4.83,8.55,10.41,12.64
1600,apple hardware,39.66,6.7,6.7,6.7,5.59,7.26,9.5,17.88
1601,email filler words,17.97,12.5,19.53,14.06,8.59,8.59,7.81,10.94
1602,apple hardware,18.18,12.12,12.12,12.88,9.85,9.09,12.88,12.88
1603,apple hardware,28.91,9.38,8.59,15.62,7.81,8.59,9.38,11.72
1604,apple hardware,36.44,7.69,8.1,8.5,5.67,7.29,6.88,19.43
1605,apple hardware,14.41,13.51,11.71,12.61,10.81,12.61,13.51,10.81
1606,email filler words,20.36,11.38,28.14,6.59,6.59,8.98,8.38,9.58
1607,apple hardware,21.67,9.17,16.67,10.83,8.33,10.0,11.67,11.67
1608,misc,20.67,16.35,13.46,5.29,6.25,8.65,8.17,21.15
1609,apple hardware,30.88,9.56,8.09,10.29,15.44,9.56,8.82,7.35
1610,for sale,11.72,12.41,12.41,31.72,8.28,7.59,6.9,8.97
1611,apple hardware,22.03,15.25,7.91,10.17,8.47,9.6,7.34,19.21
1612,apple hardware,23.21,9.82,16.07,10.71,9.82,9.82,8.93,11.61
1613,apple hardware,24.85,12.12,7.27,13.94,9.09,8.48,6.67,17.58
1614,apple hardware,20.34,9.32,16.95,12.71,10.17,10.17,11.02,9.32
1615,apple hardware,29.41,10.92,13.45,10.08,8.4,8.4,10.08,9.24
1616,apple hardware,39.33,18.77,5.4,4.88,7.71,6.17,5.4,12.34
1617,apple hardware,28.89,11.85,11.85,11.11,8.15,8.89,10.37,8.89
1618,email filler words,16.2,14.35,19.44,11.11,6.48,8.8,9.26,14.35
1619,apple hardware,30.77,9.09,10.49,12.59,9.09,9.09,9.79,9.09
1620,apple hardware,30.25,13.87,5.88,11.76,5.88,7.14,7.14,18.07
1621,apple hardware,32.56,11.63,10.85,9.3,8.53,7.75,8.53,10.85
1622,apple hardware,41.3,8.15,6.52,9.24,5.98,7.61,8.15,13.04
1623,apple hardware,25.58,7.75,13.95,10.85,11.63,7.75,10.08,12.4
1624,apple hardware,31.03,10.34,12.07,8.62,7.47,6.9,8.05,15.52
1625,apple hardware,24.44,9.63,9.63,9.63,8.89,8.15,10.37,19.26
1626,electronics,12.5,17.97,15.62,9.38,8.59,9.38,14.84,11.72
1627,apple hardware,22.92,16.67,9.72,9.03,9.03,13.19,9.72,9.72
1628,apple hardware,39.56,7.14,13.19,7.69,6.59,7.14,8.24,10.44
1629,apple hardware,30.0,9.38,17.5,7.5,8.75,6.88,10.62,9.38
1630,apple hardware,44.59,12.12,6.93,10.82,5.63,4.33,5.63,9.96
1631,apple hardware,20.66,12.4,12.4,14.05,8.26,10.74,9.92,11.57
1632,apple hardware,32.35,13.24,8.82,7.35,8.82,10.29,8.82,10.29
1633,apple hardware,39.81,12.32,8.06,6.16,6.64,6.16,9.48,11.37
1634,apple hardware,17.69,12.31,15.38,10.0,13.85,9.23,9.23,12.31
1635,apple hardware,30.15,8.82,13.97,11.76,12.5,8.09,7.35,7.35
1636,apple hardware,39.46,7.03,10.81,7.03,5.95,9.73,8.65,11.35
1637,apple hardware,35.59,6.36,4.66,5.51,6.78,8.05,9.32,23.73
1638,apple hardware,21.51,9.3,7.56,11.05,7.56,12.21,11.05,19.77
1639,apple hardware,21.43,11.04,14.29,13.64,9.74,7.79,8.44,13.64
1640,apple hardware,23.27,11.95,16.35,12.58,9.43,9.43,7.55,9.43
1641,apple hardware,36.82,9.55,9.55,6.36,6.36,8.18,10.0,13.18
1642,apple hardware,19.63,19.02,10.43,11.04,7.98,8.59,7.36,15.95
1643,for sale,19.23,13.46,12.18,19.87,7.69,8.33,9.62,9.62
1644,apple hardware,40.97,6.17,9.69,7.05,5.73,6.17,5.29,18.94
1645,apple hardware,35.96,8.33,17.54,6.58,4.39,4.82,6.58,15.79
1646,for sale,9.91,9.91,14.62,36.79,6.13,6.6,7.55,8.49
1647,apple hardware,36.62,7.04,9.15,9.15,7.75,8.45,10.56,11.27
1648,apple hardware,31.3,9.16,9.92,9.16,9.16,9.92,10.69,10.69
1649,apple hardware,46.96,10.93,8.1,5.67,6.07,4.45,6.07,11.74
1650,apple hardware,35.11,10.64,11.7,6.91,6.38,7.45,6.91,14.89
1651,apple hardware,30.53,10.53,14.74,10.0,8.95,7.89,9.47,7.89
1652,apple hardware,38.59,8.7,7.61,6.52,7.07,8.15,9.78,13.59
1653,apple hardware,15.84,11.88,15.35,9.41,8.91,14.85,10.4,13.37
1654,apple hardware,38.96,6.49,7.14,8.44,7.14,9.09,7.79,14.94
1655,apple hardware,23.03,10.3,10.3,7.88,9.09,8.48,8.48,22.42
1656,for sale,13.6,12.8,14.4,20.8,12.0,8.8,8.8,8.8
1657,apple hardware,21.13,9.86,16.2,17.61,7.04,10.56,7.75,9.86
1658,apple hardware,46.33,6.42,8.26,8.26,5.5,9.17,6.88,9.17
1659,apple hardware,37.75,11.27,9.8,6.86,8.33,6.86,8.33,10.78
1660,apple hardware,32.86,9.86,13.15,7.51,7.98,7.51,7.51,13.62
1661,apple hardware,24.53,8.18,18.24,7.55,7.55,10.69,9.43,13.84
1662,apple hardware,23.33,13.33,10.83,16.67,8.33,9.17,8.33,10.0
1663,apple hardware,33.59,12.21,9.92,9.92,8.4,9.16,7.63,9.16
1664,apple hardware,35.87,14.13,8.7,5.8,6.52,5.07,9.42,14.49
1665,apple hardware,17.32,11.81,17.32,10.24,12.6,10.24,9.45,11.02
1666,apple hardware,18.84,9.42,14.49,17.39,7.97,9.42,10.87,11.59
1667,apple hardware,27.07,11.28,15.79,7.52,9.77,8.27,12.03,8.27
1668,apple hardware,42.13,11.8,7.3,7.3,7.3,6.18,6.18,11.8
1669,apple hardware,37.8,8.54,9.15,7.32,6.71,9.76,7.32,13.41
1670,apple hardware,44.64,7.14,8.93,5.36,7.14,6.7,7.59,12.5
1671,apple hardware,33.33,9.09,7.58,9.6,8.59,10.1,9.6,12.12
1672,for sale,20.59,11.76,11.76,22.35,8.82,6.47,7.06,11.18
1673,apple hardware,21.21,16.36,12.12,7.27,10.91,9.7,15.15,7.27
1674,apple hardware,27.85,6.85,21.0,9.13,6.85,7.31,7.76,13.24
1675,for sale,11.69,11.69,10.39,24.68,7.14,9.09,8.44,16.88
1676,apple hardware,31.82,13.99,4.2,9.44,4.55,6.99,9.79,19.23
1677,apple hardware,27.36,22.89,6.47,6.97,8.46,6.47,6.97,14.43
1678,apple hardware,20.83,13.33,15.83,10.0,9.17,10.83,8.33,11.67
1679,apple hardware,24.39,10.57,17.07,9.76,8.94,10.57,8.13,10.57
1680,apple hardware,28.68,8.82,13.24,11.03,8.82,10.29,7.35,11.76
1681,apple hardware,20.0,16.55,13.1,11.03,6.9,8.97,8.97,14.48
1682,apple hardware,34.55,7.27,10.91,7.88,15.76,7.88,6.67,9.09
1683,apple hardware,19.42,8.63,19.42,18.71,9.35,7.19,9.35,7.91
1684,apple hardware,18.8,9.02,17.29,16.54,9.77,9.02,8.27,11.28
1685,apple hardware,30.37,15.18,9.95,6.81,7.33,5.76,10.99,13.61
1686,apple hardware,45.08,8.71,10.61,7.95,5.68,4.92,6.82,10.23
1687,apple hardware,44.62,8.21,8.72,6.67,6.67,6.15,8.21,10.77
1688,apple hardware,30.11,12.5,7.39,10.8,7.95,9.09,14.2,7.95
1689,apple hardware,30.0,8.42,10.0,10.53,6.32,10.0,8.42,16.32
1690,apple hardware,17.0,11.0,12.0,16.0,14.0,10.0,10.0,10.0
1691,apple hardware,30.08,7.52,12.03,12.03,7.52,9.02,8.27,13.53
1692,apple hardware,29.13,8.66,14.17,9.45,10.24,10.24,7.87,10.24
1693,apple hardware,50.84,8.75,5.05,6.06,4.04,8.08,5.72,11.45
1694,apple hardware,31.36,13.02,8.88,8.28,7.1,10.06,9.47,11.83
1695,apple hardware,22.9,21.5,14.02,9.81,5.61,7.94,10.28,7.94
1696,apple hardware,28.35,8.66,13.39,11.81,9.45,10.24,9.45,8.66
1697,apple hardware,48.44,6.77,10.42,5.73,6.25,8.33,6.77,7.29
1698,apple hardware,17.09,10.13,15.82,15.19,10.76,6.96,11.39,12.66
1699,apple hardware,41.39,9.84,6.15,6.97,5.74,9.02,5.74,15.16
1700,apple hardware,36.27,6.86,9.8,6.37,6.86,6.37,8.82,18.63
1701,apple hardware,33.33,9.52,9.52,10.2,6.8,8.16,11.56,10.88
1702,apple hardware,17.71,11.46,12.5,11.46,12.5,11.46,10.42,12.5
1703,apple hardware,49.64,5.36,7.14,7.5,7.14,6.07,5.36,11.79
1704,apple hardware,30.23,10.08,5.17,7.24,6.72,13.44,7.49,19.64
1705,apple hardware,42.33,8.66,4.7,6.44,6.93,5.94,6.44,18.56
1706,apple hardware,21.53,13.89,11.11,12.5,7.64,9.72,11.11,12.5
1707,apple hardware,47.12,12.98,6.25,8.65,6.25,5.29,5.77,7.69
1708,apple hardware,30.87,13.42,8.72,7.38,8.72,8.72,10.07,12.08
1709,apple hardware,16.52,13.04,13.04,13.91,10.43,13.04,10.43,9.57
1710,apple hardware,23.03,11.18,17.76,9.87,7.24,9.21,9.21,12.5
1711,apple hardware,26.92,7.69,14.29,7.14,8.79,7.69,13.19,14.29
1712,apple hardware,38.46,6.73,7.69,10.1,5.29,10.58,8.65,12.5
1713,apple hardware,35.86,10.34,10.34,8.97,8.97,7.59,8.28,9.66
1714,apple hardware,22.13,10.66,16.39,11.48,8.2,9.02,10.66,11.48
1715,apple hardware,35.54,9.64,8.43,13.25,9.04,6.63,9.64,7.83
1716,apple hardware,29.79,12.77,10.64,7.8,9.22,7.8,8.51,13.48
1717,apple hardware,33.64,7.37,9.22,19.35,6.91,8.76,8.29,6.45
1718,apple hardware,47.39,8.7,6.09,5.22,5.22,7.83,8.26,11.3
1719,apple hardware,22.6,10.27,10.27,19.18,7.53,8.9,7.53,13.7
1720,apple hardware,28.64,5.63,16.43,12.21,5.16,5.16,8.92,17.84
1721,apple hardware,28.1,8.5,17.65,6.54,8.5,8.5,9.15,13.07
1722,for sale,13.18,7.75,9.3,22.48,10.85,11.63,13.95,10.85
1723,for sale,12.96,12.96,12.96,18.52,9.26,12.96,10.19,10.19
1724,apple hardware,39.56,7.97,6.87,15.66,3.85,4.12,6.32,15.66
1725,apple hardware,40.0,9.05,8.57,9.52,6.19,7.14,7.14,12.38
1726,for sale,20.43,14.52,12.9,21.51,8.6,6.99,9.14,5.91
1727,apple hardware,38.66,8.25,8.76,7.22,11.34,9.79,8.25,7.73
1728,apple hardware,30.97,11.61,7.74,8.39,12.9,7.74,10.32,10.32
1729,apple hardware,28.72,12.77,7.98,11.7,9.04,12.77,7.98,9.04
1730,apple hardware,34.19,9.03,10.32,8.39,10.32,8.39,9.03,10.32
1731,for sale,15.5,10.85,13.18,17.83,9.3,8.53,11.63,13.18
1732,apple hardware,19.53,12.5,14.84,9.38,9.38,12.5,10.94,10.94
1733,apple hardware,28.12,10.62,8.75,9.38,6.88,7.5,11.25,17.5
1734,apple hardware,28.88,8.02,9.09,16.04,8.56,9.63,6.95,12.83
1735,apple hardware,48.52,9.84,6.23,4.26,3.93,5.9,5.9,15.41
1736,apple hardware,34.08,18.79,5.41,7.01,4.14,4.78,7.96,17.83
1737,email filler words,18.57,5.91,27.0,10.55,6.33,6.75,6.33,18.57
1738,apple hardware,34.3,11.59,8.7,10.63,6.28,9.18,10.63,8.7
1739,apple hardware,36.82,10.81,5.41,15.88,5.41,7.43,10.14,8.11
1740,apple hardware,41.49,9.57,5.32,7.45,6.03,6.03,9.22,14.89
1741,apple hardware,37.02,8.17,9.13,8.65,6.73,12.02,11.06,7.21
1742,apple hardware,44.93,7.97,7.61,3.99,6.88,6.88,6.88,14.86
1743,for sale,11.2,9.6,14.4,29.6,8.8,9.6,8.8,8.0
1744,apple hardware,32.14,11.43,10.0,8.57,7.86,9.29,11.43,9.29
1745,apple hardware,26.49,16.56,10.6,11.92,7.95,7.95,7.95,10.6
1746,apple hardware,27.2,9.6,8.8,15.2,10.4,10.4,9.6,8.8
1747,apple hardware,20.62,11.25,13.75,13.12,12.5,6.88,8.75,13.12
1748,apple hardware,28.15,9.63,11.11,11.11,8.89,8.89,11.11,11.11
1749,misc,18.62,13.79,10.34,6.9,11.03,6.9,9.66,22.76
1750,electronics,12.2,34.25,9.84,11.42,6.69,9.84,6.69,9.06
1751,for sale,8.69,5.36,6.28,58.96,7.95,6.1,2.59,4.07
1752,electronics,6.34,45.53,10.66,7.2,6.34,4.9,6.92,12.1
1753,email filler words,11.54,11.54,21.54,13.85,7.69,13.08,8.46,12.31
1754,email filler words,14.39,10.61,21.97,12.88,9.85,8.33,7.58,14.39
1755,electronics,7.58,38.89,11.62,7.58,7.58,6.06,15.15,5.56
1756,email filler words,16.0,11.2,22.4,8.8,13.6,8.8,8.8,10.4
1757,email filler words,25.45,6.18,33.09,5.09,9.09,6.91,7.27,6.91
1758,electronics,13.74,28.02,13.19,11.54,8.24,7.14,7.69,10.44
1759,apple hardware,40.0,15.22,7.83,11.3,6.09,6.09,5.65,7.83
1760,electronics,11.95,19.5,18.87,8.18,7.55,11.32,8.18,14.47
1761,apple hardware,23.66,12.98,14.5,7.63,7.63,7.63,16.03,9.92
1762,for sale,15.96,16.49,12.77,17.55,6.38,10.64,6.91,13.3
1763,apple hardware,15.6,13.48,15.6,14.89,8.51,9.22,11.35,11.35
1764,apple hardware,41.85,9.63,7.78,12.59,5.93,10.0,7.41,4.81
1765,apple hardware,35.27,8.7,9.18,15.94,6.28,9.66,7.25,7.73
1766,electronics,10.57,21.14,12.2,17.89,8.13,8.94,8.94,12.2
1767,electronics,15.66,28.92,11.45,7.83,8.43,8.43,9.04,10.24
1768,apple hardware,27.55,20.41,13.27,9.18,6.63,7.65,7.14,8.16
1769,electronics,6.12,22.04,15.1,9.39,8.16,15.1,6.94,17.14
1770,electronics,15.16,44.04,6.86,5.42,6.14,7.58,3.97,10.83
1771,apple hardware,27.86,14.43,7.46,14.93,5.97,8.96,8.96,11.44
1772,apple hardware,19.27,11.01,15.6,10.09,11.01,10.09,10.09,12.84
1773,guns,12.12,10.61,12.12,9.85,15.91,16.67,8.33,14.39
1774,electronics,11.99,40.05,4.98,6.56,4.3,4.98,7.92,19.23
1775,electronics,15.97,16.67,14.58,14.58,8.33,8.33,11.11,10.42
1776,apple hardware,19.08,13.74,10.69,15.27,9.92,11.45,9.16,10.69
1777,electronics,6.27,56.68,7.63,4.9,4.36,5.45,4.63,10.08
1778,electronics,20.88,28.11,7.23,10.44,4.42,7.63,7.63,13.65
1779,electronics,13.75,19.38,13.75,15.0,8.75,6.88,10.0,12.5
1780,electronics,16.07,25.0,10.27,11.16,7.59,8.93,8.93,12.05
1781,electronics,7.87,42.59,12.5,6.48,4.63,6.94,8.33,10.65
1782,electronics,14.6,27.43,11.06,7.52,8.41,6.64,9.29,15.04
1783,email filler words,10.16,13.28,14.84,13.28,14.06,11.72,11.72,10.94
1784,email filler words,9.93,14.89,24.11,10.64,9.22,8.51,9.22,13.48
1785,for sale,16.67,8.54,12.2,35.37,9.76,7.32,5.28,4.88
1786,electronics,10.51,38.77,7.61,7.97,7.61,8.7,6.52,12.32
1787,apple hardware,20.94,17.28,7.85,19.37,9.95,8.38,6.28,9.95
1788,electronics,7.44,47.44,11.16,6.05,6.98,6.05,6.05,8.84
1789,electronics,6.54,50.0,7.31,6.92,5.0,6.54,6.15,11.54
1790,email filler words,14.29,9.52,27.78,8.73,14.29,7.94,8.73,8.73
1791,electronics,16.45,21.71,16.45,13.16,7.24,7.89,10.53,6.58
1792,electronics,4.63,59.38,5.14,6.17,3.34,5.4,10.54,5.4
1793,electronics,9.92,37.7,12.7,7.14,4.76,5.95,7.14,14.68
1794,apple hardware,30.57,15.03,9.84,10.36,6.22,7.25,6.74,13.99
1795,apple hardware,24.48,19.79,8.85,5.73,7.81,7.81,7.81,17.71
1796,electronics,10.7,36.9,9.63,13.37,7.49,6.95,6.95,8.02
1797,electronics,8.37,44.22,8.37,9.16,4.38,6.37,5.98,13.15
