document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
1810,guns,6.85,17.81,12.79,5.02,6.39,51.14
1811,guns,10.07,17.27,16.55,10.79,12.95,32.37
1812,guns,4.61,21.43,11.29,5.99,9.91,46.77
1813,guns,9.06,15.94,15.94,5.8,11.96,41.3
1814,guns,10.81,20.72,18.92,4.95,5.41,39.19
1815,guns,6.43,17.22,8.92,3.73,3.32,60.37
1816,guns,10.85,20.54,25.97,6.59,6.59,29.46
1817,guns,6.77,17.53,6.77,8.76,11.55,48.61
1818,guns,7.69,13.99,20.28,9.79,9.09,39.16
1819,atheism,10.83,22.5,20.0,14.17,13.33,19.17
1820,guns,6.01,20.77,14.75,12.57,16.94,28.96
1821,guns,6.43,8.48,17.25,4.97,7.02,55.85
1822,guns,5.56,15.15,14.65,6.06,9.6,48.99
1823,guns,7.24,20.39,15.79,7.89,9.21,39.47
1824,guns,7.93,15.42,21.15,5.29,8.37,41.85
1825,guns,4.82,11.65,13.25,5.62,6.83,57.83
1826,guns,5.86,18.83,24.9,4.39,5.44,40.59
1827,guns,8.82,11.34,9.24,9.24,10.08,51.26
1828,for sale,7.25,14.98,32.37,7.73,7.73,29.95
1829,guns,12.0,9.33,12.0,8.67,14.0,44.0
1830,guns,5.42,19.49,13.0,9.39,9.75,42.96
1831,guns,1.83,2.41,0.91,5.44,4.57,84.83
1832,guns,6.16,23.89,10.59,7.14,6.65,45.57
1833,guns,12.5,10.37,14.63,4.27,7.93,50.3
1834,guns,14.68,20.18,14.68,10.09,15.6,24.77
1835,for sale,10.11,16.1,35.21,5.99,9.36,23.22
1836,guns,4.72,9.01,23.61,6.44,9.87,46.35
1837,guns,5.66,15.42,16.2,3.6,3.86,55.27
1838,guns,5.31,15.93,24.34,6.19,6.19,42.04
1839,electronics,11.72,14.84,17.97,11.72,23.44,20.31
1840,for sale,5.93,12.71,53.81,5.08,7.63,14.83
1841,guns,9.64,11.68,27.41,7.11,11.68,32.49
1842,guns,5.04,15.97,10.08,8.4,14.71,45.8
1843,guns,9.5,11.16,8.26,5.79,10.33,54.96
1844,guns,5.91,24.19,14.06,3.09,5.63,47.12
1845,guns,4.23,15.77,11.54,9.23,15.38,43.85
1846,guns,2.31,14.7,4.53,3.23,7.12,68.11
1847,guns,5.97,11.44,13.93,6.47,9.45,52.74
1848,guns,10.08,7.75,13.95,9.3,16.28,42.64
1849,guns,5.0,9.17,12.08,5.42,10.0,58.33
1850,guns,10.45,10.45,10.91,14.55,9.09,44.55
1851,guns,11.11,11.11,16.67,9.03,13.89,38.19
1852,guns,8.3,13.21,11.7,7.92,9.43,49.43
1853,guns,9.64,16.87,15.06,15.66,12.65,30.12
1854,guns,8.61,16.8,8.61,10.25,9.43,46.31
1855,guns,8.21,12.08,9.66,8.21,8.21,53.62
1856,guns,5.05,9.76,21.89,5.05,9.43,48.82
1857,guns,9.09,18.18,13.94,7.27,8.48,43.03
1858,guns,16.28,12.4,14.73,12.4,11.63,32.56
1859,guns,9.31,15.69,12.25,12.75,8.82,41.18
1860,guns,6.39,14.16,8.22,8.68,8.68,53.88
1861,guns,6.59,8.24,6.32,4.4,6.32,68.13
1862,guns,17.74,9.68,8.06,11.29,6.85,46.37
1863,guns,4.87,13.96,20.45,6.82,9.74,44.16
1864,guns,7.78,13.89,17.78,6.67,11.11,42.78
1865,guns,10.67,20.0,16.0,12.67,12.0,28.67
1866,guns,6.42,16.06,15.6,5.96,8.72,47.25
1867,guns,7.1,14.79,20.71,7.1,13.02,37.28
1868,guns,11.63,19.19,11.63,9.88,12.21,35.47
1869,guns,12.32,10.34,13.79,6.4,7.39,49.75
1870,guns,5.04,13.57,8.14,5.43,8.53,59.3
1871,guns,10.0,11.88,27.5,13.12,9.38,28.12
1872,guns,12.2,12.2,22.76,10.57,9.76,32.52
1873,guns,19.59,10.31,10.31,14.43,21.65,23.71
1874,guns,5.8,12.29,10.92,4.78,7.17,59.04
1875,guns,4.69,10.0,10.31,5.0,5.0,65.0
1876,guns,8.43,34.14,12.25,4.02,6.02,35.14
1877,guns,4.93,22.89,12.32,4.58,4.58,50.7
1878,guns,23.68,9.87,11.84,12.5,16.45,25.66
1879,guns,5.12,20.97,7.93,3.32,11.76,50.9
1880,guns,12.28,14.04,18.42,12.28,15.79,27.19
1881,guns,9.55,11.56,14.57,9.55,8.04,46.73
1882,guns,2.96,20.53,2.46,3.28,4.76,66.01
1883,for sale,7.97,10.87,39.86,7.25,8.7,25.36
1884,guns,5.18,18.73,23.51,5.98,6.37,40.24
1885,guns,5.94,18.15,8.91,6.27,8.91,51.82
1886,guns,8.21,9.72,10.8,6.26,8.86,56.16
1887,guns,6.31,25.68,17.12,7.66,11.26,31.98
1888,guns,2.07,16.41,9.15,4.84,7.08,60.45
1889,guns,5.89,17.59,10.89,4.05,3.68,57.91
1890,for sale,6.67,11.67,34.44,6.11,7.78,33.33
1891,guns,7.37,11.05,10.53,10.0,9.47,51.58
1892,guns,13.0,13.0,20.0,14.0,11.0,29.0
1893,guns,6.55,13.1,15.72,8.3,8.3,48.03
1894,guns,14.6,17.52,18.25,10.95,14.6,24.09
1895,guns,9.4,23.49,12.08,7.38,14.77,32.89
1896,guns,11.56,16.18,10.98,15.61,13.87,31.79
1897,guns,4.13,11.98,12.4,5.37,9.5,56.61
1898,guns,3.34,12.83,11.95,2.64,3.51,65.73
1899,guns,9.09,11.89,8.04,8.39,7.69,54.9
1900,guns,9.88,7.41,9.88,9.26,8.64,54.94
1901,guns,13.24,11.03,10.29,17.65,11.76,36.03
1902,guns,12.62,13.59,15.53,11.65,10.68,35.92
1903,guns,6.59,7.69,10.44,6.04,7.69,61.54
1904,guns,1.35,17.95,4.45,2.29,3.24,70.72
1905,guns,1.91,22.02,4.04,2.92,9.55,59.55
1906,guns,3.73,19.45,4.32,4.91,6.68,60.9
1907,guns,15.97,9.24,26.05,9.24,10.08,29.41
1908,guns,8.47,16.94,22.95,5.74,7.38,38.52
1909,guns,7.57,7.57,15.14,10.36,8.76,50.6
1910,guns,7.21,12.5,11.54,8.17,6.73,53.85
1911,for sale,11.32,16.04,32.08,9.43,12.26,18.87
1912,guns,6.34,10.24,11.22,6.83,15.12,50.24
1913,guns,12.88,16.67,14.39,11.36,9.09,35.61
1914,for sale,4.25,12.42,60.78,3.59,8.5,10.46
1915,for sale,7.28,18.54,30.46,7.95,9.27,26.49
1916,guns,7.45,24.84,16.15,6.21,10.56,34.78
1917,for sale,8.9,11.64,50.68,7.53,8.22,13.01
1918,atheism,5.11,28.53,26.73,6.01,10.21,23.42
1919,for sale,7.28,12.58,49.01,8.61,7.95,14.57
1920,guns,4.72,28.3,13.84,8.49,10.69,33.96
1921,for sale,12.41,8.28,48.28,6.9,11.03,13.1
1922,guns,3.31,2.93,2.08,4.45,1.8,85.43
1923,for sale,12.61,11.71,36.94,12.61,10.81,15.32
1924,guns,8.99,9.74,11.24,14.23,7.87,47.94
1925,guns,7.51,16.43,23.47,6.57,9.86,36.15
1926,guns,8.02,9.63,21.93,13.37,7.49,39.57
1927,for sale,8.64,12.96,34.57,11.11,17.28,15.43
1928,for sale,9.64,9.14,52.79,5.58,8.63,14.21
1929,for sale,7.85,8.26,61.57,4.55,5.37,12.4
1930,for sale,8.97,10.34,44.83,6.9,6.9,22.07
1931,guns,8.84,16.02,9.94,7.18,8.29,49.72
1932,for sale,7.29,24.48,25.52,9.9,12.5,20.31
1933,for sale,8.67,13.27,33.67,6.63,8.67,29.08
1934,guns,3.37,30.96,19.43,2.46,6.22,37.56
1935,for sale,8.03,8.43,60.64,7.23,7.63,8.03
1936,for sale,8.94,8.38,54.75,7.26,8.94,11.73
1937,for sale,5.24,8.1,57.14,5.24,7.14,17.14
1938,electronics,10.91,15.45,20.91,14.55,21.82,16.36
1939,for sale,13.04,15.22,26.09,11.96,17.39,16.3
1940,for sale,5.92,10.06,40.83,8.28,11.83,23.08
1941,for sale,6.75,16.4,50.8,4.18,7.07,14.79
1942,for sale,8.21,11.94,41.79,8.21,13.43,16.42
1943,for sale,8.1,11.43,37.62,6.19,11.43,25.24
1944,guns,5.33,17.0,18.67,6.0,13.0,40.0
1945,for sale,6.67,14.29,33.33,7.14,9.05,29.52
1946,for sale,5.21,9.48,59.72,5.21,6.64,13.74
1947,for sale,7.65,12.06,53.53,4.12,7.06,15.59
1948,for sale,8.78,14.63,35.12,9.76,7.8,23.9
1949,for sale,10.16,13.9,47.06,8.56,7.49,12.83
1950,for sale,6.18,8.43,35.96,9.55,11.8,28.09
1951,for sale,5.85,14.89,32.45,7.98,10.64,28.19
1952,guns,10.61,21.23,21.79,6.7,13.41,26.26
1953,guns,11.88,15.0,24.38,6.88,10.0,31.87
1954,for sale,10.42,13.89,33.33,7.64,13.89,20.83
1955,guns,17.07,15.12,13.17,8.78,9.27,36.59
1956,guns,14.93,11.44,15.42,7.46,9.95,40.8
1957,guns,19.44,12.5,11.81,10.42,10.42,35.42
1958,guns,4.12,31.8,8.4,6.26,12.03,37.4
1959,guns,10.64,16.49,19.15,10.11,9.04,34.57
1960,guns,10.4,14.45,8.67,9.83,10.4,46.24
1961,for sale,8.87,17.74,29.84,12.9,11.29,19.35
1962,guns,8.9,15.75,27.4,7.53,9.59,30.82
1963,for sale,8.42,21.75,36.49,5.61,14.04,13.68
1964,for sale,4.59,10.09,60.55,8.72,5.96,10.09
1965,for sale,9.68,9.68,30.97,7.74,16.77,25.16
1966,guns,6.91,19.68,24.47,10.11,8.51,30.32
1967,guns,7.44,13.49,9.3,7.91,7.44,54.42
1968,for sale,9.25,9.69,37.0,6.61,10.57,26.87
1969,for sale,11.03,13.97,31.62,8.09,11.76,23.53
1970,for sale,9.2,12.27,47.24,9.2,12.27,9.82
1971,for sale,9.24,16.3,43.48,8.15,7.07,15.76
1972,for sale,9.09,11.89,43.36,9.09,9.09,17.48
1973,for sale,11.58,11.58,42.11,11.58,12.63,10.53
1974,guns,6.25,14.06,25.0,4.3,6.64,43.75
1975,electronics,11.96,17.39,21.74,13.04,23.91,11.96
1976,for sale,4.89,9.77,66.17,4.14,5.64,9.4
1977,apple hardware,4.13,0.76,3.55,84.68,5.7,1.19
1978,for sale,6.13,12.26,56.32,6.51,7.28,11.49
1979,for sale,6.55,21.83,25.6,4.96,16.27,24.8
1980,for sale,10.24,22.29,40.36,7.83,8.43,10.84
1981,for sale,4.86,8.91,67.21,4.05,4.86,10.12
1982,for sale,9.2,23.56,27.01,10.34,10.34,19.54
1983,for sale,5.15,17.17,44.21,6.87,8.15,18.45
1984,guns,2.42,13.18,9.09,3.18,2.88,69.24
1985,guns,6.1,11.22,14.37,4.92,7.48,55.91
1986,for sale,16.41,10.16,36.72,11.72,15.62,9.38
1987,for sale,12.3,10.7,27.81,13.9,12.83,22.46
1988,for sale,9.45,12.6,45.67,9.45,9.45,13.39
1989,for sale,9.48,9.48,40.95,9.05,7.76,23.28
1990,for sale,9.36,15.32,49.36,6.38,7.23,12.34
1991,for sale,7.5,11.25,55.62,6.25,7.5,11.88
1992,for sale,8.0,9.6,55.2,9.6,8.0,9.6
1993,for sale,7.78,13.62,35.8,8.17,10.89,23.74
1994,for sale,10.6,16.56,27.81,15.23,8.61,21.19
1995,guns,9.93,14.18,17.73,10.64,9.93,37.59
1996,for sale,7.43,8.57,49.71,8.0,9.71,16.57
1997,for sale,8.02,12.96,36.42,14.2,11.73,16.67
1998,for sale,7.69,11.54,32.97,7.69,14.29,25.82
1999,guns,8.05,17.24,26.44,8.62,8.62,31.03
2000,for sale,5.5,16.49,57.04,4.81,7.56,8.59
2001,for sale,14.29,16.07,30.36,11.61,13.39,14.29
2002,for sale,9.72,14.58,43.75,7.64,13.89,10.42
2003,for sale,12.93,17.24,24.14,12.07,11.21,22.41
2004,for sale,11.86,16.95,24.58,11.02,12.71,22.88
2005,for sale,6.77,10.76,61.35,4.38,5.18,11.55
2006,guns,6.23,29.18,14.4,6.61,9.34,34.24
2007,guns,8.14,8.72,14.53,9.88,18.6,40.12
2008,for sale,6.59,8.38,60.48,6.59,8.98,8.98
2009,for sale,6.19,19.87,53.75,4.89,6.84,8.47
2010,for sale,6.03,25.86,45.26,7.76,7.76,7.33
2011,for sale,11.48,13.11,29.51,14.75,9.84,21.31
2012,for sale,7.23,13.86,45.78,6.63,16.27,10.24
2013,for sale,10.18,11.98,40.12,7.78,12.57,17.37
2014,for sale,6.75,11.04,53.99,6.13,7.98,14.11
2015,for sale,9.03,13.55,36.13,12.26,10.97,18.06
2016,for sale,7.25,8.7,56.52,8.7,10.14,8.7
2017,for sale,6.91,6.91,58.53,5.53,9.68,12.44
2018,for sale,3.12,9.66,69.6,2.84,4.55,10.23
2019,guns,9.05,13.04,14.26,8.59,13.34,41.72
2020,for sale,7.53,14.38,47.26,10.27,8.9,11.64
2021,for sale,14.29,17.46,30.95,7.94,10.32,19.05
2022,guns,14.1,12.82,18.59,6.41,8.97,39.1
2023,guns,8.49,9.91,9.43,8.96,9.91,53.3
2024,guns,5.49,14.35,14.35,6.75,10.55,48.52
2025,for sale,4.42,25.07,51.33,3.54,5.31,10.32
2026,for sale,5.31,21.63,46.53,5.31,7.35,13.88
2027,guns,3.82,11.78,8.92,3.82,7.01,64.65
2028,guns,5.09,10.91,9.82,4.36,9.09,60.73
2029,for sale,3.48,13.33,67.83,3.19,3.77,8.41
2030,guns,8.82,12.35,11.18,10.59,8.24,48.82
2031,guns,6.22,20.57,10.05,7.66,7.18,48.33
2032,for sale,10.0,13.75,33.75,15.0,7.5,20.0
2033,guns,4.98,15.61,24.58,6.31,6.31,42.19
2034,atheism,5.63,40.97,13.01,4.66,7.38,28.35
2035,atheism,11.76,23.53,21.01,10.92,15.97,16.81
2036,guns,10.79,14.39,24.46,11.51,7.19,31.65
2037,guns,5.57,15.41,5.57,8.52,5.57,59.34
2038,guns,13.08,15.38,12.31,9.23,10.0,40.0
2039,guns,2.66,25.39,2.81,3.51,5.47,60.17
2040,guns,18.0,8.0,14.67,10.67,14.67,34.0
2041,guns,9.29,9.84,13.66,7.65,10.93,48.63
2042,guns,7.45,16.47,16.86,6.67,6.27,46.27
2043,for sale,10.58,23.08,33.65,9.62,9.62,13.46
2044,guns,8.25,10.19,30.1,10.19,10.19,31.07
2045,guns,6.09,9.64,11.17,9.14,8.63,55.33
2046,guns,6.1,11.59,19.51,9.15,10.98,42.68
2047,for sale,10.45,11.19,43.28,8.21,8.96,17.91
2048,for sale,14.29,16.96,28.57,10.71,11.61,17.86
2049,for sale,12.5,14.77,32.95,11.36,13.64,14.77
2050,for sale,7.56,15.7,46.51,6.4,9.88,13.95
2051,for sale,17.65,15.69,23.53,12.75,15.69,14.71
2052,for sale,10.69,19.08,29.77,9.16,12.98,18.32
2053,for sale,6.33,17.09,29.11,8.86,9.49,29.11
2054,for sale,7.24,13.82,50.66,7.24,7.24,13.82
2055,for sale,6.88,12.17,40.21,6.35,7.94,26.46
2056,for sale,9.16,11.45,49.62,9.16,9.92,10.69
2057,for sale,5.36,16.96,47.77,5.36,11.61,12.95
2058,guns,8.44,13.78,9.33,10.67,6.67,51.11
2059,for sale,8.19,12.28,52.63,6.43,7.6,12.87
2060,for sale,7.64,9.72,39.58,6.94,9.72,26.39
2061,for sale,8.57,11.43,48.57,10.0,10.71,10.71
2062,guns,10.27,18.49,25.34,8.22,8.9,28.77
2063,for sale,7.58,14.14,29.29,9.09,15.66,24.24
2064,for sale,9.92,17.36,33.88,10.74,14.05,14.05
2065,for sale,10.58,19.05,37.57,8.99,10.58,13.23
2066,guns,3.68,19.63,4.42,2.7,6.63,62.94
2067,for sale,10.57,10.57,36.59,8.94,10.57,22.76
2068,for sale,3.87,14.77,63.2,3.63,6.54,7.99
2069,for sale,8.24,16.47,38.24,8.82,9.41,18.82
2070,for sale,11.49,13.51,31.08,8.78,11.49,23.65
2071,for sale,2.81,18.37,63.27,4.08,4.85,6.63
2072,for sale,8.15,15.22,43.48,7.61,12.5,13.04
2073,guns,9.64,22.29,19.28,7.83,15.06,25.9
2074,for sale,5.66,21.13,39.62,4.15,6.04,23.4
2075,guns,7.95,12.58,15.23,11.92,9.93,42.38
2076,guns,8.39,6.99,9.44,5.94,10.49,58.74
2077,atheism,13.87,24.09,10.95,11.68,15.33,24.09
2078,guns,19.7,12.88,15.15,11.36,18.18,22.73
2079,electronics,15.46,15.46,18.56,11.34,20.62,18.56
2080,for sale,3.78,31.33,48.0,3.33,4.22,9.33
2081,for sale,6.28,10.63,57.49,5.31,6.28,14.01
2082,guns,2.22,35.17,13.94,0.98,4.0,43.69
2083,guns,4.73,24.59,27.42,5.2,6.15,31.91
2084,for sale,16.1,12.71,32.2,10.17,9.32,19.49
2085,guns,3.72,18.84,9.77,4.19,5.58,57.91
2086,for sale,4.99,26.1,46.04,3.52,5.87,13.49
2087,guns,7.41,13.23,21.16,5.82,11.11,41.27
2088,for sale,10.19,18.52,25.93,14.81,12.04,18.52
2089,for sale,12.75,15.69,24.51,12.75,16.67,17.65
2090,guns,6.42,12.3,13.37,6.42,9.63,51.87
2091,guns,8.01,17.07,16.72,6.97,13.24,37.98
2092,guns,6.69,20.07,10.37,5.35,10.7,46.82
2093,guns,6.17,12.35,17.28,5.35,5.76,53.09
2094,guns,10.89,12.38,20.3,7.43,8.42,40.59
2095,for sale,8.57,17.86,30.71,7.86,12.14,22.86
2096,guns,5.67,17.01,18.3,6.96,6.19,45.88
2097,guns,11.11,21.3,12.96,11.11,19.44,24.07
2098,guns,5.28,14.52,19.47,4.62,6.93,49.17
2099,guns,4.76,16.85,10.62,5.49,11.72,50.55
2100,guns,5.49,11.54,31.87,6.04,12.09,32.97
2101,guns,9.85,15.27,25.62,6.9,7.88,34.48
2102,guns,8.47,13.14,19.92,12.29,14.41,31.78
2103,guns,10.4,13.6,20.8,18.4,12.8,24.0
2104,for sale,14.85,11.88,23.76,16.83,12.87,19.8
2105,for sale,12.28,14.91,28.95,11.4,11.4,21.05
2106,guns,5.18,13.15,13.94,5.58,6.77,55.38
2107,guns,9.43,11.32,15.41,9.12,6.29,48.43
2108,guns,11.48,12.3,22.95,13.11,12.3,27.87
2109,for sale,16.67,17.5,20.0,13.33,15.0,17.5
2110,for sale,5.45,12.18,34.62,5.13,9.94,32.69
2111,guns,7.45,10.64,13.3,10.11,11.17,47.34
2112,for sale,10.57,11.38,43.09,8.94,13.82,12.2
2113,guns,8.84,12.93,17.69,7.48,10.2,42.86
2114,guns,13.6,11.2,19.2,10.4,12.8,32.8
2115,guns,3.85,20.18,17.01,4.31,5.9,48.75
2116,guns,9.6,12.12,21.72,9.6,8.08,38.89
2117,guns,1.68,18.22,5.24,1.57,1.57,71.73
2118,guns,9.0,16.5,23.5,8.5,6.0,36.5
2119,guns,8.68,12.79,11.87,8.68,10.5,47.49
2120,guns,8.67,18.37,16.33,8.16,10.71,37.76
2121,guns,6.19,23.37,5.5,4.81,7.22,52.92
2122,guns,10.32,19.84,15.08,19.05,10.32,25.4
2123,guns,7.3,11.8,9.87,3.65,7.51,59.87
2124,guns,11.95,8.85,7.96,4.42,8.41,58.41
2125,for sale,6.43,10.44,43.78,6.83,8.43,24.1
2126,guns,6.44,22.28,12.38,6.93,12.87,39.11
2127,for sale,12.4,10.85,38.76,10.85,10.85,16.28
2128,guns,2.53,14.56,3.23,1.57,3.14,74.98
2129,guns,12.82,12.82,14.1,12.18,16.03,32.05
2130,for sale,6.18,14.61,49.44,7.3,14.04,8.43
2131,for sale,10.0,17.27,25.45,14.55,11.82,20.91
2132,for sale,9.14,24.73,39.78,7.53,8.06,10.75
2133,for sale,5.68,15.28,59.83,5.24,6.11,7.86
2134,for sale,6.76,18.92,48.65,8.11,10.14,7.43
2135,for sale,6.15,11.28,55.9,7.18,10.26,9.23
2136,for sale,7.98,14.11,50.92,8.59,9.2,9.2
2137,atheism,11.07,35.57,18.18,5.53,7.91,21.74
2138,for sale,7.65,13.66,46.45,7.65,10.93,13.66
2139,for sale,7.65,16.39,38.25,12.57,11.48,13.66
2140,for sale,6.76,6.76,54.05,7.43,10.14,14.86
2141,for sale,9.68,19.71,44.8,5.38,7.17,13.26
2142,for sale,4.58,11.97,54.23,6.34,10.92,11.97
2143,guns,16.54,17.32,13.39,8.66,10.24,33.86
2144,for sale,12.61,11.76,29.41,10.92,22.69,12.61
2145,guns,5.0,13.18,14.09,7.27,7.27,53.18
2146,guns,5.44,20.08,15.9,5.02,10.88,42.68
2147,guns,15.65,11.56,23.81,10.2,12.24,26.53
2148,guns,12.5,15.28,11.11,13.19,17.36,30.56
2149,for sale,4.68,16.39,60.54,2.84,4.68,10.87
2150,for sale,2.87,22.41,61.88,2.3,2.3,8.24
2151,guns,5.24,14.34,31.82,5.94,7.69,34.97
2152,for sale,6.74,13.47,39.38,6.74,8.29,25.39
2153,for sale,4.58,16.55,56.34,4.58,9.51,8.45
2154,for sale,6.42,22.3,29.05,8.11,6.76,27.36
2155,guns,10.62,11.25,20.0,8.12,10.0,40.0
2156,for sale,10.92,13.45,25.21,12.61,12.61,25.21
2157,for sale,8.77,7.6,45.61,7.02,8.19,22.81
2158,guns,4.57,7.93,8.54,6.4,6.4,66.16
2159,guns,3.25,3.43,2.01,4.7,2.1,84.52
2160,for sale,9.82,14.11,33.74,9.2,12.27,20.86
2161,guns,3.45,18.13,3.97,4.15,5.01,65.28
2162,for sale,6.06,9.09,57.07,6.57,9.09,12.12
2163,guns,5.88,8.33,33.82,6.86,7.35,37.75
2164,guns,6.95,18.18,20.86,9.09,10.7,34.22
2165,guns,4.59,31.52,6.26,5.64,6.05,45.93
2166,guns,10.55,13.92,13.08,10.13,8.02,44.3
2167,for sale,15.33,17.52,24.09,13.14,8.76,21.17
2168,guns,9.32,18.01,10.56,9.32,11.8,40.99
2169,guns,4.37,13.99,8.16,7.0,11.66,54.81
2170,for sale,7.01,18.45,50.55,5.9,5.9,12.18
2171,guns,7.64,13.19,30.56,7.64,9.72,31.25
2172,guns,8.33,12.7,12.7,6.35,7.14,52.78
2173,guns,6.67,19.11,21.78,6.67,9.78,36.0
2174,apple hardware,12.5,17.71,18.75,19.79,14.58,16.67
2175,guns,9.63,11.85,11.11,10.37,15.56,41.48
2176,guns,8.89,12.59,11.11,12.59,11.85,42.96
2177,for sale,11.37,13.74,41.71,7.58,7.58,18.01
2178,for sale,6.38,13.3,46.28,9.04,13.3,11.7
2179,guns,4.49,17.76,6.33,3.88,6.12,61.43
2180,guns,3.9,31.53,9.01,3.9,8.71,42.94
2181,guns,6.39,10.5,12.79,6.85,5.94,57.53
2182,guns,8.38,16.2,12.85,8.94,14.53,39.11
2183,guns,8.46,11.44,18.41,5.97,7.46,48.26
2184,for sale,13.85,11.54,37.69,10.77,14.62,11.54
2185,for sale,13.08,14.62,29.23,11.54,10.77,20.77
2186,guns,4.56,21.88,6.99,5.47,4.86,56.23
2187,for sale,9.09,14.39,40.91,9.85,8.33,17.42
2188,for sale,6.9,12.64,29.89,8.05,16.67,25.86
2189,for sale,3.39,15.25,52.78,2.91,7.26,18.4
2190,guns,7.18,19.49,16.41,6.67,10.26,40.0
2191,guns,9.14,23.86,11.68,9.64,15.74,29.95
2192,guns,13.87,19.71,10.22,13.87,8.03,34.31
2193,guns,11.83,21.89,13.61,10.65,9.47,32.54
2194,guns,9.2,15.34,12.27,9.82,11.66,41.72
2195,guns,9.29,17.49,13.11,13.66,8.2,38.25
2196,guns,7.47,20.64,11.39,6.76,5.69,48.04
2197,guns,6.2,12.81,7.02,6.61,10.74,56.61
2198,for sale,8.73,14.29,36.9,7.14,7.54,25.4
2199,guns,8.19,12.87,11.11,12.28,12.28,43.27
2200,guns,13.71,16.13,12.1,10.48,14.52,33.06
2201,guns,7.04,14.57,27.64,10.55,10.55,29.65
2202,for sale,12.15,15.89,24.3,17.76,13.08,16.82
2203,guns,4.49,18.27,4.98,3.99,5.98,62.29
2204,guns,8.67,29.48,15.61,7.51,7.51,31.21
2205,guns,5.5,22.01,11.97,6.15,12.62,41.75
2206,guns,8.38,17.96,16.17,10.78,9.58,37.13
2207,guns,11.11,18.3,20.26,7.84,9.8,32.68
2208,guns,3.83,14.21,10.66,4.1,4.1,63.11
2209,guns,6.56,14.21,13.11,8.74,7.1,50.27
2210,guns,8.89,11.11,19.26,9.63,14.07,37.04
2211,apple hardware,11.45,16.3,9.69,36.12,13.22,13.22
2212,apple hardware,9.35,17.27,15.11,25.18,15.83,17.27
2213,for sale,9.7,8.96,29.1,28.36,11.94,11.94
2214,apple hardware,14.08,11.97,19.72,21.83,20.42,11.97
2215,apple hardware,8.14,9.3,17.44,35.47,22.67,6.98
2216,apple hardware,12.62,11.65,23.3,29.13,13.59,9.71
2217,apple hardware,12.9,13.71,14.52,33.87,14.52,10.48
2218,apple hardware,11.85,14.07,14.81,32.59,14.07,12.59
2219,for sale,13.64,11.36,22.73,18.18,19.32,14.77
2220,apple hardware,9.66,8.52,25.0,26.14,14.2,16.48
2221,apple hardware,8.33,10.61,10.61,46.97,13.64,9.85
2222,apple hardware,13.43,8.96,11.94,28.36,25.37,11.94
2223,apple hardware,9.57,17.39,15.65,29.57,15.65,12.17
2224,apple hardware,8.49,15.57,12.26,35.38,12.26,16.04
2225,for sale,13.27,14.29,24.49,19.39,14.29,14.29
2226,apple hardware,14.0,14.0,17.0,27.0,12.0,16.0
2227,apple hardware,6.19,7.96,11.06,39.82,23.01,11.95
2228,guns,15.34,11.93,12.5,21.02,13.64,25.57
2229,apple hardware,14.89,25.28,7.02,34.83,10.67,7.3
2230,electronics,12.77,12.77,19.15,19.15,22.34,13.83
2231,atheism,7.57,31.89,11.89,15.14,14.05,19.46
2232,apple hardware,10.83,10.0,20.83,27.5,19.17,11.67
2233,apple hardware,6.94,11.11,22.22,34.72,15.28,9.72
2234,apple hardware,9.71,12.62,14.56,35.92,15.53,11.65
2235,apple hardware,8.51,14.89,12.34,44.68,9.79,9.79
2236,for sale,15.32,12.61,27.03,17.12,13.51,14.41
2237,apple hardware,12.17,13.91,12.17,36.52,13.04,12.17
2238,apple hardware,6.01,15.85,16.39,33.88,13.66,14.21
2239,apple hardware,10.85,14.73,11.63,36.43,14.73,11.63
2240,apple hardware,7.56,6.98,12.21,54.65,9.88,8.72
2241,apple hardware,8.44,12.99,25.32,27.92,14.94,10.39
2242,apple hardware,14.15,12.26,14.15,33.96,13.21,12.26
2243,apple hardware,7.45,13.04,17.39,39.13,10.56,12.42
2244,apple hardware,8.98,12.57,10.18,44.31,11.38,12.57
2245,for sale,7.53,6.99,32.8,23.66,13.44,15.59
2246,for sale,10.19,12.96,27.78,23.15,15.74,10.19
2247,apple hardware,7.95,12.5,22.16,32.39,14.77,10.23
2248,apple hardware,20.41,11.22,14.29,27.55,15.31,11.22
2249,apple hardware,17.05,12.4,13.95,27.13,17.83,11.63
2250,atheism,10.0,23.89,14.44,23.89,16.11,11.67
2251,apple hardware,11.46,11.46,15.62,29.17,15.62,16.67
2252,apple hardware,8.99,11.11,28.57,30.69,8.47,12.17
2253,apple hardware,7.61,12.5,14.67,39.67,13.04,12.5
2254,apple hardware,9.17,11.79,12.66,31.88,13.54,20.96
2255,apple hardware,10.11,11.7,14.36,27.66,25.0,11.17
2256,apple hardware,10.45,12.69,14.93,44.78,8.96,8.21
2257,apple hardware,7.46,11.94,16.42,37.81,13.43,12.94
2258,apple hardware,6.62,8.09,5.88,44.85,29.04,5.51
2259,apple hardware,9.4,12.75,14.09,41.61,12.75,9.4
2260,for sale,14.95,11.21,25.23,22.43,14.02,12.15
2261,for sale,22.22,8.15,24.44,16.3,15.56,13.33
2262,apple hardware,7.59,8.28,15.17,43.45,15.17,10.34
2263,for sale,19.09,14.55,20.91,20.0,14.55,10.91
2264,apple hardware,9.7,7.88,12.73,36.97,20.61,12.12
