document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
1807,guns,9.72,3.61,4.17,20.56,53.61,8.33
1808,guns,11.49,6.38,4.26,11.49,57.45,8.94
1809,guns,8.95,4.05,3.38,9.97,69.09,4.56
1810,guns,14.61,5.02,5.02,16.89,52.97,5.48
1811,for sale,11.51,9.35,10.07,28.06,27.34,13.67
1812,guns,13.82,4.38,4.61,26.5,41.24,9.45
1813,guns,14.86,6.88,6.88,30.07,31.52,9.78
1814,guns,14.86,10.36,4.5,17.12,45.5,7.66
1815,for sale,18.26,6.02,2.7,43.36,25.73,3.94
1816,for sale,19.38,8.53,5.81,44.57,12.02,9.69
1817,guns,11.55,8.76,10.76,6.37,54.18,8.37
1818,guns,13.29,8.39,14.69,18.88,36.36,8.39
1819,for sale,18.33,9.17,10.83,25.83,22.5,13.33
1820,guns,16.39,7.1,12.02,18.58,29.51,16.39
1821,guns,5.85,6.14,5.26,25.15,51.75,5.85
1822,guns,9.6,5.05,7.58,13.64,55.05,9.09
1823,guns,13.16,7.89,7.24,25.0,33.55,13.16
1824,guns,15.86,7.05,6.61,30.84,32.6,7.05
1825,guns,11.65,6.02,5.62,19.68,49.4,7.63
1826,for sale,14.64,4.81,4.39,37.87,32.22,6.07
1827,guns,12.61,8.82,9.66,10.08,46.64,12.18
1828,for sale,12.08,8.21,8.7,33.82,30.43,6.76
1829,guns,8.67,7.33,9.33,10.67,52.0,12.0
1830,guns,18.41,5.42,4.33,19.49,44.77,7.58
1831,guns,2.26,1.83,5.1,1.2,85.56,4.04
1832,guns,14.53,4.19,3.94,26.11,43.6,7.64
1833,guns,9.76,11.28,7.32,12.8,53.35,5.49
1834,guns,19.27,14.68,11.01,12.84,28.44,13.76
1835,for sale,8.99,5.99,5.62,47.57,23.6,8.24
1836,guns,8.58,4.29,5.58,28.76,45.06,7.73
1837,guns,15.94,4.37,3.34,20.05,51.16,5.14
1838,guns,13.72,5.31,6.64,27.88,38.05,8.41
1839,electronics,14.06,14.06,11.72,20.31,15.62,24.22
1840,for sale,11.44,5.08,5.08,57.2,13.98,7.2
1841,for sale,11.68,12.69,6.6,38.58,22.84,7.61
1842,guns,15.55,5.04,9.66,9.66,47.06,13.03
1843,guns,7.44,6.61,5.79,19.83,51.65,8.68
1844,guns,17.58,5.77,4.36,21.52,46.55,4.22
1845,guns,14.62,5.38,11.15,16.54,42.31,10.0
1846,guns,7.49,3.23,3.6,12.75,67.47,5.45
1847,guns,5.97,7.46,5.97,18.91,51.74,9.95
1848,guns,10.85,8.53,8.53,15.5,44.19,12.4
1849,guns,5.83,4.58,5.0,15.42,60.83,8.33
1850,guns,5.91,9.09,10.45,20.0,41.36,13.18
1851,guns,9.03,15.97,11.11,14.58,38.19,11.11
1852,guns,8.3,7.17,9.43,15.85,51.32,7.92
1853,guns,22.89,7.83,13.86,16.87,27.11,11.45
1854,guns,10.66,11.89,9.43,15.16,41.39,11.48
1855,guns,12.08,8.21,6.76,10.63,52.17,10.14
1856,guns,10.77,4.38,7.07,21.89,46.8,9.09
1857,guns,15.76,9.7,7.27,10.91,45.45,10.91
1858,guns,10.85,13.95,13.95,14.73,32.56,13.95
1859,guns,13.73,8.33,11.27,16.67,40.69,9.31
1860,guns,10.96,5.48,8.22,11.87,55.25,8.22
1861,guns,4.4,6.87,3.85,8.79,69.78,6.32
1862,guns,14.92,17.34,11.69,7.66,40.32,8.06
1863,guns,9.74,4.55,9.74,21.1,48.05,6.82
1864,guns,10.56,7.78,7.22,20.0,46.67,7.78
1865,guns,15.33,8.0,12.0,20.0,31.33,13.33
1866,guns,15.14,7.34,5.96,21.1,40.83,9.63
1867,guns,9.47,7.69,8.28,24.85,36.69,13.02
1868,guns,15.12,9.3,8.72,18.02,34.88,13.95
1869,guns,6.4,11.33,6.9,20.2,47.78,7.39
1870,guns,8.91,4.65,5.43,12.02,60.08,8.91
1871,guns,10.62,12.5,10.0,26.25,30.63,10.0
1872,for sale,11.38,13.01,9.76,27.64,27.64,10.57
1873,guns,11.34,12.37,19.59,14.43,28.87,13.4
1874,guns,8.19,4.1,4.78,17.06,55.97,9.9
1875,guns,10.94,3.75,5.94,9.06,64.69,5.62
1876,for sale,29.32,6.83,2.21,34.94,18.88,7.83
1877,guns,15.14,4.93,4.23,20.77,48.24,6.69
1878,guns,7.24,23.03,9.87,11.18,28.95,19.74
1879,guns,10.49,2.81,4.35,17.39,53.96,11.0
1880,guns,16.67,10.53,17.54,19.3,24.56,11.4
1881,guns,7.54,11.06,11.06,17.59,44.22,8.54
1882,guns,15.27,2.96,1.97,5.09,69.46,5.25
1883,for sale,9.42,7.25,9.42,36.23,29.71,7.97
1884,guns,13.15,6.77,5.58,26.69,40.64,7.17
1885,guns,17.16,5.94,7.59,4.62,57.76,6.93
1886,guns,9.07,6.7,5.4,13.82,57.88,7.13
1887,guns,22.97,7.66,9.91,22.07,27.03,10.36
1888,guns,12.09,2.25,4.84,12.26,63.39,5.18
1889,guns,11.33,5.3,3.46,18.4,58.13,3.38
1890,guns,20.0,6.11,6.11,27.22,33.89,6.67
1891,guns,8.95,8.42,11.05,17.89,42.11,11.58
1892,guns,12.0,14.0,11.0,22.0,27.0,14.0
1893,guns,14.85,6.11,6.55,14.41,45.85,12.23
1894,guns,16.79,10.22,9.49,18.25,27.74,17.52
1895,guns,18.79,8.05,11.41,15.44,33.56,12.75
1896,guns,13.87,10.98,10.98,18.5,36.42,9.25
1897,guns,11.57,5.79,5.79,12.4,56.2,8.26
1898,guns,8.44,3.16,3.16,16.87,63.44,4.92
1899,guns,9.09,10.84,10.84,10.84,49.3,9.09
1900,guns,6.79,12.35,11.11,9.26,50.62,9.88
1901,guns,10.29,16.91,13.97,12.5,36.76,9.56
1902,for sale,13.59,12.62,12.62,30.1,21.36,9.71
1903,guns,8.79,7.14,7.69,11.54,58.79,6.04
1904,guns,12.96,1.48,2.29,5.13,74.36,3.78
1905,guns,16.97,1.57,3.03,4.04,61.57,12.81
1906,guns,18.47,2.95,3.93,7.27,60.51,6.88
1907,guns,19.33,15.97,11.76,18.49,23.53,10.92
1908,guns,16.12,8.2,4.64,27.6,36.61,6.83
1909,guns,8.76,7.17,8.76,23.11,42.23,9.96
1910,guns,11.06,8.17,6.25,13.94,49.52,11.06
1911,for sale,14.15,15.09,9.43,33.96,14.15,13.21
1912,guns,7.32,7.32,7.32,19.51,47.32,11.22
1913,guns,15.91,9.85,11.36,15.91,37.88,9.09
1914,for sale,11.44,4.9,4.58,65.69,8.17,5.23
1915,for sale,19.21,9.27,8.61,29.14,26.49,7.28
1916,guns,16.15,9.32,8.07,23.6,30.43,12.42
1917,for sale,10.27,9.59,7.53,53.42,11.64,7.53
1918,for sale,19.82,3.6,5.71,37.84,23.12,9.91
1919,for sale,11.26,7.95,7.95,52.98,13.25,6.62
1920,atheism,30.82,6.92,8.49,17.61,27.67,8.49
1921,for sale,11.72,14.48,6.9,46.9,13.1,6.9
1922,guns,2.65,3.5,3.69,2.46,85.62,2.08
1923,for sale,11.71,13.51,17.12,30.63,13.51,13.51
1924,guns,10.86,7.49,11.99,12.36,50.19,7.12
1925,guns,21.13,7.98,6.1,23.0,34.74,7.04
1926,guns,15.51,7.49,16.58,14.97,35.83,9.63
1927,for sale,13.58,8.64,13.58,37.04,14.2,12.96
1928,for sale,11.17,10.15,5.58,52.28,9.64,11.17
1929,for sale,9.92,7.85,4.96,62.81,8.68,5.79
1930,for sale,9.66,7.59,8.28,49.66,16.55,8.28
1931,guns,15.47,6.63,6.63,13.26,50.28,7.73
1932,for sale,22.4,6.77,10.42,29.17,21.35,9.9
1933,for sale,13.27,8.67,6.12,43.37,20.92,7.65
1934,for sale,20.34,4.15,3.11,37.82,28.76,5.83
1935,for sale,8.03,7.63,6.83,63.45,7.63,6.43
1936,for sale,10.61,7.82,6.7,55.87,11.17,7.82
1937,for sale,6.67,4.76,6.19,67.14,7.62,7.62
1938,guns,18.18,10.91,16.36,18.18,19.09,17.27
1939,for sale,13.04,17.39,10.87,26.09,15.22,17.39
1940,for sale,9.47,7.1,7.69,48.52,17.16,10.06
1941,for sale,15.43,4.5,4.82,60.13,8.36,6.75
1942,for sale,8.21,8.21,11.19,49.25,14.18,8.96
1943,for sale,10.0,7.62,9.05,49.05,13.33,10.95
1944,for sale,9.0,6.0,5.67,35.67,33.67,10.0
1945,for sale,11.9,6.19,7.62,42.38,23.33,8.57
1946,for sale,7.58,6.64,5.21,66.35,9.48,4.74
1947,for sale,9.71,5.88,4.41,65.29,9.41,5.29
1948,for sale,14.63,10.24,6.83,40.98,17.56,9.76
1949,for sale,14.44,8.56,9.63,49.2,10.7,7.49
1950,for sale,8.43,6.18,6.74,50.56,17.42,10.67
1951,for sale,14.89,6.91,9.04,39.36,20.21,9.57
1952,for sale,10.06,8.94,8.38,30.73,27.93,13.97
1953,for sale,15.62,6.88,7.5,33.12,28.12,8.75
1954,for sale,13.89,8.33,9.03,37.5,20.14,11.11
1955,guns,14.63,14.63,10.24,17.07,34.63,8.78
1956,guns,8.96,13.93,8.46,22.89,34.83,10.95
1957,guns,13.19,18.06,11.81,18.06,27.78,11.11
1958,guns,29.82,4.45,3.95,11.2,39.7,10.87
1959,guns,11.17,9.04,8.51,24.47,39.89,6.91
1960,guns,10.4,12.14,9.83,14.45,43.93,9.25
1961,for sale,16.94,8.06,14.52,37.1,15.32,8.06
1962,for sale,15.07,8.9,10.96,30.14,23.29,11.64
1963,for sale,11.58,8.07,3.86,50.53,11.58,14.39
1964,for sale,10.55,6.88,8.72,57.34,10.55,5.96
1965,for sale,10.32,9.03,6.45,37.42,20.0,16.77
1966,guns,14.89,9.04,6.91,29.26,32.45,7.45
1967,guns,6.98,8.37,6.98,12.09,56.74,8.84
1968,for sale,8.37,6.17,8.37,44.49,21.59,11.01
1969,for sale,14.71,8.09,10.29,32.35,22.79,11.76
1970,for sale,10.43,11.04,7.98,48.47,10.43,11.66
1971,for sale,13.04,9.78,6.52,50.0,12.5,8.15
1972,for sale,9.79,7.69,7.69,50.35,17.48,6.99
1973,for sale,11.58,12.63,12.63,41.05,11.58,10.53
1974,guns,7.03,3.91,5.86,27.34,48.83,7.03
1975,electronics,13.04,11.96,15.22,17.39,15.22,27.17
1976,for sale,6.02,4.51,4.14,71.05,9.4,4.89
1977,apple hardware,1.25,4.65,85.79,1.57,1.39,5.35
1978,for sale,10.34,6.13,6.13,56.7,12.64,8.05
1979,for sale,14.09,4.96,4.56,38.89,21.83,15.67
1980,for sale,14.46,7.83,7.83,48.8,13.86,7.23
1981,for sale,7.69,4.45,4.05,71.66,7.69,4.45
1982,for sale,22.99,8.62,12.07,27.01,18.39,10.92
1983,for sale,15.02,6.01,7.73,48.5,16.74,6.01
1984,guns,9.39,1.97,2.88,14.39,66.52,4.85
1985,for sale,11.81,5.91,4.13,43.11,27.95,7.09
1986,for sale,10.94,14.84,13.28,36.72,10.94,13.28
1987,for sale,10.7,9.63,9.09,37.43,19.79,13.37
1988,for sale,11.02,10.24,10.24,48.03,11.81,8.66
1989,for sale,7.33,7.33,11.21,42.67,21.12,10.34
1990,for sale,11.06,5.96,5.11,56.17,13.62,8.09
1991,for sale,11.88,8.12,6.88,53.12,11.88,8.12
1992,for sale,8.0,8.0,9.6,57.6,8.8,8.0
1993,for sale,10.12,6.23,11.67,40.86,23.74,7.39
1994,for sale,13.91,8.61,15.23,34.44,17.22,10.6
1995,guns,17.73,11.35,8.51,12.06,38.3,12.06
1996,for sale,8.0,5.71,8.57,57.14,13.71,6.86
1997,for sale,9.88,9.26,19.14,29.01,22.84,9.88
1998,for sale,7.69,7.69,9.89,48.9,13.74,12.09
1999,for sale,16.09,7.47,8.05,31.03,30.46,6.9
2000,for sale,16.49,5.15,3.78,59.79,9.97,4.81
2001,for sale,18.75,10.71,10.71,27.68,15.18,16.96
2002,for sale,13.19,8.33,10.42,39.58,15.28,13.19
2003,for sale,14.66,11.21,16.38,27.59,18.1,12.07
2004,guns,17.8,10.17,13.56,15.25,30.51,12.71
2005,for sale,11.95,6.37,5.58,63.35,7.57,5.18
2006,guns,20.23,5.06,5.06,19.46,40.86,9.34
2007,guns,10.47,7.56,8.72,16.86,39.53,16.86
2008,for sale,7.19,7.78,5.99,62.28,8.98,7.78
2009,for sale,18.57,4.23,5.54,58.96,7.17,5.54
2010,for sale,20.26,9.05,6.47,46.12,8.62,9.48
2011,for sale,12.3,13.93,11.48,31.15,22.13,9.02
2012,for sale,11.45,7.83,7.23,56.63,7.83,9.04
2013,for sale,8.38,10.18,8.98,45.51,9.58,17.37
2014,for sale,7.98,6.13,7.36,60.12,9.2,9.2
2015,for sale,18.71,7.1,12.26,34.19,16.77,10.97
2016,for sale,7.97,7.25,8.7,58.7,7.25,10.14
2017,for sale,6.91,5.53,6.45,64.06,9.68,7.37
2018,for sale,7.67,3.69,2.84,75.0,6.25,4.55
2019,guns,10.12,8.44,7.06,23.62,40.64,10.12
2020,for sale,16.44,6.85,10.27,43.84,10.96,11.64
2021,for sale,19.05,11.9,11.11,27.78,21.43,8.73
2022,guns,15.38,12.18,7.05,28.21,28.85,8.33
2023,guns,9.43,7.08,8.49,12.74,52.83,9.43
2024,guns,12.66,6.33,8.44,18.14,46.84,7.59
2025,for sale,18.29,4.72,3.83,61.36,7.37,4.42
2026,for sale,13.88,4.08,4.9,55.51,16.33,5.31
2027,guns,11.78,5.1,4.46,15.29,57.01,6.37
2028,guns,7.27,5.09,4.36,16.0,61.09,6.18
2029,for sale,9.28,3.48,2.9,75.94,4.35,4.06
2030,guns,13.53,12.35,9.41,10.59,43.53,10.59
2031,guns,18.66,7.18,9.09,7.66,51.67,5.74
2032,for sale,11.88,10.0,16.25,31.87,21.88,8.12
2033,guns,11.63,4.98,4.98,30.56,39.2,8.64
2034,for sale,33.59,5.24,2.33,38.25,14.95,5.63
2035,for sale,15.97,11.76,10.92,32.77,15.97,12.61
2036,for sale,12.95,8.63,9.35,40.29,18.71,10.07
2037,guns,13.11,5.9,9.51,7.21,59.34,4.92
2038,guns,16.15,11.54,10.77,13.08,37.69,10.77
2039,guns,20.06,3.65,2.95,3.37,65.22,4.77
2040,guns,8.0,14.67,17.33,18.0,30.67,11.33
2041,guns,12.57,10.38,7.65,15.3,42.08,12.02
2042,guns,12.94,5.1,5.1,17.25,52.16,7.45
2043,atheism,27.88,11.54,13.46,21.15,13.46,12.5
2044,for sale,10.19,8.74,10.19,38.83,19.9,12.14
2045,guns,8.63,8.12,9.64,10.15,53.81,9.64
2046,guns,8.54,6.71,12.2,17.68,40.24,14.63
2047,for sale,11.19,8.96,9.7,46.27,14.93,8.96
2048,for sale,12.5,10.71,8.93,38.39,16.07,13.39
2049,for sale,17.05,12.5,13.64,27.27,18.18,11.36
2050,for sale,13.95,6.98,6.98,51.74,8.72,11.63
2051,for sale,15.69,12.75,12.75,27.45,13.73,17.65
2052,for sale,14.5,9.92,9.92,34.35,19.08,12.21
2053,for sale,10.13,8.23,10.13,32.91,29.75,8.86
2054,for sale,9.87,7.24,6.58,54.61,13.16,8.55
2055,for sale,8.47,6.35,6.35,45.5,26.46,6.88
2056,for sale,11.45,9.16,9.92,45.8,12.21,11.45
2057,for sale,13.39,5.8,4.91,52.23,12.5,11.16
2058,guns,10.22,7.11,12.44,7.11,56.0,7.11
2059,for sale,9.36,6.43,6.43,57.89,10.53,9.36
2060,for sale,6.94,7.64,7.64,47.22,22.22,8.33
2061,for sale,9.29,10.0,10.0,52.86,9.29,8.57
2062,guns,21.23,9.59,7.53,24.66,26.71,10.27
2063,for sale,10.1,9.6,9.6,32.83,20.71,17.17
2064,for sale,14.05,9.92,10.74,41.32,11.57,12.4
2065,for sale,8.99,8.47,10.05,47.62,14.29,10.58
2066,guns,19.75,3.93,2.45,5.15,61.96,6.75
2067,for sale,10.57,10.57,8.13,35.77,23.58,11.38
2068,for sale,9.93,2.66,2.91,72.4,6.3,5.81
2069,for sale,12.94,7.06,7.65,40.59,25.29,6.47
2070,for sale,18.24,8.11,11.49,26.35,26.35,9.46
2071,for sale,12.24,3.32,2.81,73.47,5.36,2.81
2072,for sale,14.67,7.61,8.15,49.46,9.78,10.33
2073,guns,20.48,8.43,10.84,20.48,28.31,11.45
2074,for sale,16.6,5.66,5.28,44.91,23.02,4.53
2075,guns,17.22,8.61,15.23,15.89,33.11,9.93
2076,guns,6.64,7.69,6.64,15.03,55.24,8.74
2077,guns,15.33,10.95,8.76,20.44,26.28,18.25
2078,guns,14.39,18.18,11.36,15.91,25.76,14.39
2079,guns,16.49,17.53,12.37,17.53,20.62,15.46
2080,for sale,23.56,3.11,3.56,57.56,7.78,4.44
2081,for sale,17.87,5.8,5.31,55.56,9.18,6.28
2082,guns,22.02,1.87,1.42,29.4,40.5,4.8
2083,for sale,17.02,5.2,3.78,35.7,32.39,5.91
2084,for sale,11.86,12.71,8.47,33.9,20.34,12.71
2085,guns,14.88,5.35,3.49,9.77,56.98,9.53
2086,for sale,18.77,4.99,3.81,54.55,12.32,5.57
2087,guns,13.23,5.29,8.99,23.28,41.27,7.94
2088,for sale,12.96,14.81,14.81,29.63,15.74,12.04
2089,for sale,12.75,13.73,11.76,27.45,16.67,17.65
2090,guns,12.83,6.42,8.02,11.76,51.34,9.63
2091,guns,13.24,5.57,8.36,23.69,35.89,13.24
2092,guns,18.73,5.02,6.02,10.37,48.16,11.71
2093,guns,8.23,6.58,4.94,20.99,54.32,4.94
2094,guns,14.85,9.9,9.9,26.24,31.68,7.43
2095,for sale,17.14,9.29,8.57,35.71,21.43,7.86
2096,for sale,13.92,4.64,5.41,37.11,33.76,5.15
2097,guns,17.59,10.19,12.96,17.59,22.22,19.44
2098,guns,11.55,4.29,4.95,22.11,51.16,5.94
2099,guns,15.75,4.76,5.13,10.62,54.21,9.52
2100,for sale,9.89,8.79,10.44,31.87,30.77,8.24
2101,guns,10.84,7.39,6.4,31.03,35.47,8.87
2102,for sale,13.98,9.32,8.05,23.73,22.88,22.03
2103,for sale,13.6,12.0,18.4,26.4,19.2,10.4
2104,for sale,10.89,14.85,13.86,25.74,21.78,12.87
2105,for sale,14.91,13.16,11.4,30.7,18.42,11.4
2106,guns,13.55,5.18,5.98,17.93,52.19,5.18
2107,guns,9.43,7.55,10.38,22.64,44.34,5.66
2108,for sale,9.02,10.66,14.75,27.05,26.23,12.3
2109,for sale,15.83,10.83,12.5,21.67,20.83,18.33
2110,for sale,8.97,4.81,3.85,48.4,25.32,8.65
2111,guns,9.04,8.51,9.04,17.02,44.68,11.7
2112,for sale,9.76,10.57,9.76,45.53,10.57,13.82
2113,guns,10.2,8.84,10.2,20.41,40.14,10.2
2114,guns,10.4,15.2,10.4,20.8,31.2,12.0
2115,guns,16.33,3.85,3.63,17.46,53.06,5.67
2116,for sale,13.64,11.62,11.11,39.39,16.67,7.58
2117,guns,16.96,1.68,2.09,5.24,72.15,1.88
2118,for sale,14.0,7.0,10.5,40.5,22.0,6.0
2119,guns,11.87,6.39,10.96,12.79,49.77,8.22
2120,guns,25.51,9.69,7.65,21.43,26.53,9.18
2121,guns,17.53,4.47,4.81,6.19,61.17,5.84
2122,guns,15.08,13.49,16.67,20.63,23.81,10.32
2123,for sale,10.3,9.44,4.29,34.33,34.33,7.3
2124,for sale,10.18,10.62,4.87,45.13,19.69,9.51
2125,for sale,7.23,6.02,6.83,46.59,26.51,6.83
2126,guns,16.34,7.43,7.92,15.35,39.11,13.86
2127,for sale,9.3,11.63,10.85,42.64,13.95,11.63
2128,guns,11.77,2.53,1.13,3.92,75.76,4.88
2129,guns,14.1,11.54,14.1,9.62,37.82,12.82
2130,for sale,15.17,6.18,7.87,51.12,7.3,12.36
2131,for sale,17.27,12.73,15.45,27.27,16.36,10.91
2132,for sale,21.51,8.06,11.29,40.86,8.6,9.68
2133,for sale,14.41,4.8,6.11,56.33,9.61,8.73
2134,for sale,15.54,7.43,8.11,45.95,9.46,13.51
2135,for sale,12.82,6.67,6.15,52.82,10.77,10.77
2136,for sale,13.5,6.75,11.66,43.56,11.04,13.5
2137,atheism,29.25,8.7,5.14,28.85,21.74,6.32
2138,for sale,15.85,5.46,8.2,50.27,9.29,10.93
2139,for sale,9.84,8.74,12.02,42.62,15.3,11.48
2140,for sale,7.43,7.43,8.11,53.38,14.19,9.46
2141,for sale,12.54,5.38,4.66,58.78,11.47,7.17
2142,for sale,9.15,5.28,5.28,55.28,11.62,13.38
2143,guns,13.39,14.17,11.02,17.32,33.86,10.24
2144,for sale,14.29,10.08,10.92,29.41,10.92,24.37
2145,guns,17.73,6.82,7.27,10.45,50.45,7.27
2146,guns,20.92,6.28,6.28,10.46,44.35,11.72
2147,guns,8.16,16.33,12.93,21.77,27.21,13.61
2148,guns,11.11,14.58,8.33,10.42,38.19,17.36
2149,for sale,8.86,3.18,3.18,70.74,8.7,5.35
2150,for sale,11.88,3.07,2.11,71.46,9.0,2.49
2151,for sale,10.14,4.2,4.55,43.01,30.42,7.69
2152,for sale,11.4,6.22,6.74,41.45,25.91,8.29
2153,for sale,14.08,6.34,3.87,64.44,5.63,5.63
2154,for sale,20.27,4.73,8.11,39.86,20.61,6.42
2155,guns,16.25,10.62,12.5,13.75,39.38,7.5
2156,for sale,15.13,10.92,15.97,30.25,15.13,12.61
2157,for sale,14.62,8.19,11.11,36.84,19.88,9.36
2158,guns,6.71,6.4,5.49,9.76,65.24,6.4
2159,guns,2.36,3.63,4.37,2.23,85.37,2.05
2160,for sale,11.66,7.98,12.27,39.88,17.79,10.43
2161,guns,10.02,3.11,2.94,13.64,65.46,4.84
2162,for sale,8.08,6.06,5.05,61.62,10.61,8.59
2163,guns,13.73,6.86,6.86,29.9,36.27,6.37
2164,guns,16.04,7.49,7.49,21.93,35.29,11.76
2165,guns,38.41,3.76,4.18,6.68,42.8,4.18
2166,guns,16.88,9.28,7.59,17.72,42.19,6.33
2167,for sale,16.06,10.95,11.68,29.2,22.63,9.49
2168,guns,18.01,9.94,8.7,13.04,40.37,9.94
2169,guns,9.62,4.08,7.87,12.83,58.89,6.71
2170,for sale,15.5,7.75,5.17,53.14,12.18,6.27
2171,for sale,8.33,8.33,11.11,31.25,31.25,9.72
2172,guns,8.73,6.75,6.35,13.1,54.76,10.32
2173,for sale,20.44,10.22,6.22,31.11,23.56,8.44
2174,for sale,17.71,12.5,12.5,25.0,18.75,13.54
2175,guns,9.63,8.89,11.11,15.56,40.0,14.81
2176,guns,9.63,8.15,11.85,13.33,45.93,11.11
2177,for sale,10.43,12.32,7.11,43.13,16.59,10.43
2178,for sale,10.64,7.45,6.91,49.47,12.23,13.3
2179,guns,15.1,3.06,4.9,9.18,62.24,5.51
2180,guns,31.83,3.6,3.6,9.31,43.84,7.81
2181,guns,9.59,5.94,5.94,16.89,54.79,6.85
2182,guns,13.97,7.82,11.17,13.97,39.66,13.41
2183,guns,14.43,7.96,6.97,25.37,38.31,6.97
2184,for sale,13.08,10.77,11.54,36.15,9.23,19.23
2185,for sale,10.77,10.77,10.77,33.08,20.77,13.85
2186,guns,19.45,4.86,5.47,11.55,52.58,6.08
2187,for sale,11.36,7.58,9.85,50.76,11.36,9.09
2188,for sale,16.09,6.32,8.62,28.16,21.84,18.97
2189,for sale,12.11,5.08,3.15,59.81,14.77,5.08
2190,guns,15.9,6.15,8.72,23.08,34.87,11.28
2191,guns,15.23,6.6,10.15,13.71,42.64,11.68
2192,guns,14.6,12.41,12.41,11.68,34.31,14.6
2193,guns,15.38,14.2,7.69,17.75,33.73,11.24
2194,guns,12.88,12.27,9.82,19.02,33.74,12.27
2195,guns,15.85,9.84,10.38,16.39,38.8,8.74
2196,guns,13.52,6.41,7.83,13.17,51.25,7.83
2197,guns,11.16,5.79,7.44,7.02,52.89,15.7
2198,for sale,9.52,7.94,7.54,44.84,22.62,7.54
2199,guns,9.36,8.19,8.77,14.62,45.61,13.45
2200,guns,11.29,16.13,10.48,13.71,34.68,13.71
2201,for sale,12.56,12.06,11.06,34.67,21.11,8.54
2202,for sale,15.89,11.21,14.02,25.23,16.82,16.82
2203,guns,12.46,4.65,5.15,7.48,61.13,9.14
2204,atheism,28.9,11.56,6.94,18.5,23.7,10.4
2205,guns,11.33,4.53,3.88,23.3,43.69,13.27
2206,guns,13.77,10.78,11.38,16.17,31.74,16.17
2207,guns,13.73,11.11,9.15,20.26,34.64,11.11
2208,guns,9.29,4.64,3.01,16.12,62.57,4.37
2209,guns,13.11,8.74,8.2,16.94,43.17,9.84
2210,guns,10.37,9.63,11.11,23.7,32.59,12.59
2211,apple hardware,13.22,8.81,36.56,8.81,13.22,19.38
2212,apple hardware,14.39,9.35,25.18,21.58,15.83,13.67
2213,for sale,10.45,9.7,26.12,30.6,13.43,9.7
2214,apple hardware,9.86,13.38,29.58,19.72,7.75,19.72
2215,apple hardware,11.63,10.47,33.72,15.12,9.88,19.19
2216,apple hardware,11.65,11.65,29.13,14.56,12.62,20.39
2217,apple hardware,16.13,13.71,35.48,9.68,12.1,12.9
2218,apple hardware,13.33,11.85,37.04,11.85,9.63,16.3
2219,apple hardware,13.64,12.5,23.86,20.45,13.64,15.91
2220,for sale,9.09,9.09,22.16,27.27,15.34,17.05
2221,apple hardware,9.85,10.61,40.91,10.61,9.09,18.94
2222,apple hardware,9.7,10.45,26.12,14.93,19.4,19.4
2223,apple hardware,10.43,8.7,28.7,16.52,14.78,20.87
2224,apple hardware,18.4,9.43,32.08,10.85,10.38,18.87
2225,apple hardware,12.24,18.37,26.53,16.33,14.29,12.24
2226,apple hardware,15.0,13.0,27.0,12.0,19.0,14.0
2227,apple hardware,9.73,9.29,42.48,14.16,7.96,16.37
2228,apple hardware,11.93,14.77,25.57,15.34,23.3,9.09
2229,apple hardware,19.94,11.8,34.83,14.61,7.02,11.8
2230,electronics,10.64,10.64,19.15,19.15,13.83,26.6
2231,atheism,31.35,9.19,16.22,10.27,18.38,14.59
2232,apple hardware,11.67,12.5,31.67,15.83,11.67,16.67
2233,apple hardware,12.5,8.33,34.72,23.61,9.72,11.11
2234,apple hardware,13.59,12.62,34.95,10.68,12.62,15.53
2235,apple hardware,13.62,5.96,45.96,15.32,9.79,9.36
2236,apple hardware,13.51,16.22,24.32,13.51,10.81,21.62
2237,apple hardware,13.91,12.17,36.52,13.04,13.91,10.43
2238,apple hardware,12.57,8.2,33.88,20.22,11.48,13.66
2239,apple hardware,10.85,10.08,41.09,14.73,10.85,12.4
2240,apple hardware,6.4,11.05,54.07,9.88,7.56,11.05
2241,apple hardware,14.29,11.04,33.77,18.83,8.44,13.64
2242,apple hardware,9.43,13.21,35.85,13.21,13.21,15.09
2243,apple hardware,9.94,9.94,42.86,12.42,11.8,13.04
2244,apple hardware,11.38,10.18,44.91,13.17,7.19,13.17
2245,for sale,8.06,5.91,27.42,36.56,11.29,10.75
2246,apple hardware,16.67,10.19,23.15,16.67,15.74,17.59
2247,apple hardware,9.66,7.39,31.25,26.7,10.23,14.77
2248,hockey,13.27,25.51,25.51,12.24,10.2,13.27
2249,apple hardware,13.18,22.48,23.26,15.5,9.3,16.28
2250,apple hardware,17.78,13.89,22.78,13.33,10.56,21.67
2251,apple hardware,10.42,11.46,34.38,15.62,11.46,16.67
2252,apple hardware,7.94,7.41,35.45,20.63,12.17,16.4
2253,apple hardware,12.5,8.7,41.3,17.39,9.78,10.33
2254,apple hardware,11.35,6.11,31.0,22.71,21.83,6.99
2255,apple hardware,17.55,7.45,27.13,10.64,13.3,23.94
2256,apple hardware,11.19,8.21,44.78,11.94,11.94,11.94
2257,apple hardware,10.95,7.46,39.8,15.42,14.93,11.44
2258,apple hardware,11.03,4.78,41.91,5.15,6.25,30.88
2259,apple hardware,14.77,8.72,34.23,14.77,10.74,16.78
2260,apple hardware,15.89,12.15,29.91,17.76,13.08,11.21
