document,actual,apple hardware,atheism,hockey,electronics,for sale,guns
1812,apple hardware,30.43,10.87,11.96,15.22,20.65,10.87
1813,apple hardware,28.97,10.34,11.72,11.72,26.9,10.34
1814,apple hardware,36.73,12.24,12.24,13.27,13.27,12.24
1815,for sale,25.25,10.1,10.1,15.15,29.29,10.1
1816,apple hardware,33.88,5.15,7.86,20.05,21.41,11.65
1817,apple hardware,27.83,12.17,11.3,20.0,14.78,13.91
1818,apple hardware,28.06,11.73,15.31,16.33,17.35,11.22
1819,apple hardware,41.46,8.94,9.76,9.76,17.89,12.2
1820,electronics,24.77,10.09,6.88,26.61,22.48,9.17
1821,apple hardware,37.61,11.93,11.01,11.01,19.27,9.17
1822,apple hardware,31.1,10.37,7.32,13.41,28.05,9.76
1823,apple hardware,23.85,12.84,16.51,14.68,22.94,9.17
1824,apple hardware,31.17,13.64,10.39,18.83,17.53,8.44
1825,apple hardware,27.83,16.52,8.7,13.91,22.61,10.43
1826,apple hardware,24.07,14.81,13.89,19.44,16.67,11.11
1827,apple hardware,23.39,17.74,14.52,19.35,13.71,11.29
1828,for sale,27.16,12.96,9.26,12.35,30.25,8.02
1829,apple hardware,40.71,11.43,10.0,10.71,15.71,11.43
1830,apple hardware,52.13,8.06,6.16,12.8,15.17,5.69
1831,apple hardware,33.66,10.89,10.89,15.84,16.83,11.88
1832,apple hardware,29.31,9.48,11.21,15.52,19.83,14.66
1833,apple hardware,25.65,10.99,8.9,19.9,24.08,10.47
1834,apple hardware,23.64,10.0,19.09,12.73,23.64,10.91
1835,apple hardware,42.24,12.07,11.21,12.07,11.21,11.21
1836,apple hardware,35.15,10.3,7.27,16.36,16.97,13.94
1837,apple hardware,25.0,12.96,7.41,15.74,25.0,13.89
1838,apple hardware,25.0,18.42,9.87,13.82,22.37,10.53
1839,apple hardware,34.33,13.43,14.93,13.43,15.67,8.21
1840,electronics,12.95,12.95,9.35,29.5,17.99,17.27
1841,apple hardware,29.0,11.5,8.5,22.0,18.0,11.0
1842,electronics,17.48,8.39,11.19,28.67,21.68,12.59
1843,electronics,19.85,10.29,17.65,22.06,18.38,11.76
1844,for sale,24.15,9.18,5.8,6.28,47.34,7.25
1845,apple hardware,33.17,10.58,5.77,11.54,32.69,6.25
1846,apple hardware,43.23,8.85,7.29,16.67,16.67,7.29
1847,for sale,13.11,10.66,13.93,26.23,27.05,9.02
1848,for sale,22.52,11.71,9.91,18.92,24.32,12.61
1849,for sale,21.59,11.01,5.29,15.42,37.89,8.81
1850,apple hardware,30.95,10.71,7.14,14.29,26.79,10.12
1851,apple hardware,34.71,7.65,11.18,15.88,21.18,9.41
1852,for sale,29.27,10.98,10.98,8.54,32.93,7.32
1853,apple hardware,26.92,11.54,9.34,14.29,15.93,21.98
1854,electronics,13.43,14.18,8.96,29.1,23.88,10.45
1855,for sale,15.17,14.48,10.34,23.45,26.9,9.66
1856,electronics,13.33,12.38,14.29,37.14,12.38,10.48
1857,apple hardware,34.43,11.48,10.66,16.39,17.21,9.84
1858,electronics,18.18,7.58,7.07,44.95,15.66,6.57
1859,apple hardware,33.7,12.5,9.78,15.22,18.48,10.33
1860,electronics,19.17,10.36,7.25,32.64,22.28,8.29
1861,apple hardware,40.29,8.63,9.35,10.79,18.71,12.23
1862,apple hardware,37.0,12.0,10.0,12.0,19.0,10.0
1863,apple hardware,33.33,10.81,14.41,16.22,15.32,9.91
1864,electronics,22.27,12.89,7.81,33.59,13.28,10.16
1865,apple hardware,31.78,12.15,12.15,14.02,18.69,11.21
1866,apple hardware,36.44,11.02,9.32,8.47,19.49,15.25
1867,apple hardware,27.43,13.27,10.62,12.39,27.43,8.85
1868,for sale,24.68,10.13,6.96,14.56,33.54,10.13
1869,electronics,20.83,10.42,7.64,26.39,25.0,9.72
1870,for sale,23.04,9.8,6.37,20.1,31.86,8.82
1871,electronics,15.17,9.55,11.8,35.96,12.36,15.17
1872,apple hardware,27.33,12.0,9.33,23.33,17.33,10.67
1873,apple hardware,24.14,15.17,11.72,17.93,22.07,8.97
1874,apple hardware,43.72,11.06,8.54,12.06,17.59,7.04
1875,apple hardware,30.6,12.69,10.45,14.18,18.66,13.43
1876,electronics,21.43,12.41,4.89,27.07,22.56,11.65
1877,electronics,13.81,9.39,6.08,28.73,27.62,14.36
1878,apple hardware,32.0,10.0,13.0,13.0,17.0,15.0
1879,apple hardware,32.04,9.71,13.59,10.68,21.36,12.62
1880,apple hardware,38.79,10.34,11.21,12.07,16.38,11.21
1881,for sale,23.2,10.4,12.0,16.8,24.0,13.6
1882,apple hardware,40.69,8.97,17.93,10.34,11.03,11.03
1883,apple hardware,39.5,10.08,10.08,18.49,10.92,10.92
1884,apple hardware,40.71,10.62,12.39,15.93,11.5,8.85
1885,apple hardware,31.58,11.11,7.6,15.2,25.73,8.77
1886,apple hardware,39.75,11.89,9.02,17.21,15.16,6.97
1887,apple hardware,43.43,14.29,7.43,13.14,13.14,8.57
1888,apple hardware,40.38,12.82,7.69,15.38,17.31,6.41
1889,apple hardware,47.65,7.65,8.82,7.06,17.65,11.18
1890,apple hardware,27.5,12.5,18.75,13.75,15.0,12.5
1891,apple hardware,40.71,12.39,9.73,14.16,11.5,11.5
1892,apple hardware,40.19,10.28,13.08,13.08,14.02,9.35
1893,for sale,27.08,7.58,6.5,15.16,33.94,9.75
1894,apple hardware,23.49,14.77,11.41,19.46,13.42,17.45
1895,electronics,20.1,11.34,11.34,34.54,15.98,6.7
1896,apple hardware,37.38,9.35,14.95,14.95,12.15,11.21
1897,electronics,11.63,6.98,7.56,36.05,27.91,9.88
1898,apple hardware,34.06,11.59,10.14,17.39,15.94,10.87
1899,for sale,14.29,8.48,9.82,9.82,50.89,6.7
1900,for sale,22.28,10.33,8.15,8.15,42.39,8.7
1901,for sale,23.62,11.02,8.66,11.81,35.43,9.45
1902,for sale,18.42,13.16,15.79,18.42,21.05,13.16
1903,electronics,15.77,6.92,8.85,40.38,20.77,7.31
1904,for sale,25.34,11.99,5.99,7.63,31.06,17.98
1905,electronics,22.92,9.11,7.55,30.73,15.1,14.58
1906,for sale,19.35,14.52,11.29,16.13,29.84,8.87
1907,apple hardware,47.34,6.91,9.57,14.36,13.3,8.51
1908,electronics,22.48,12.4,10.08,30.23,12.4,12.4
1909,apple hardware,21.05,15.79,12.63,20.0,18.95,11.58
1910,apple hardware,37.12,9.85,7.58,15.15,18.94,11.36
1911,apple hardware,43.21,13.58,10.49,8.64,16.67,7.41
1912,apple hardware,37.23,7.98,6.38,9.57,27.66,11.17
1913,apple hardware,38.4,9.6,9.6,11.2,20.8,10.4
1914,apple hardware,37.25,11.76,12.75,13.73,13.73,10.78
1915,apple hardware,41.78,10.96,9.59,15.75,12.33,9.59
1916,apple hardware,31.4,12.4,9.92,18.18,17.36,10.74
1917,apple hardware,44.16,7.11,8.63,20.3,7.61,12.18
1918,for sale,17.14,10.48,4.76,14.76,46.19,6.67
1919,apple hardware,36.51,10.32,7.94,17.46,16.67,11.11
1920,for sale,29.53,12.44,7.25,6.74,33.68,10.36
1921,apple hardware,30.08,9.02,9.02,12.03,27.82,12.03
1922,apple hardware,32.11,12.84,11.01,13.76,18.35,11.93
1923,apple hardware,23.86,15.91,12.5,18.18,15.91,13.64
1924,apple hardware,51.74,10.17,4.94,10.76,13.08,9.3
1925,apple hardware,47.37,7.89,6.84,12.11,17.89,7.89
1926,apple hardware,32.53,8.43,6.02,24.7,18.67,9.64
1927,apple hardware,24.71,12.07,13.79,19.54,13.22,16.67
1928,electronics,14.07,13.33,20.0,30.37,13.33,8.89
1929,electronics,26.19,8.33,10.71,26.79,16.67,11.31
1930,apple hardware,39.26,14.07,11.11,11.85,14.81,8.89
1931,apple hardware,35.78,16.51,12.84,11.93,12.84,10.09
1932,for sale,24.07,11.11,10.19,12.96,27.78,13.89
1933,for sale,20.71,15.71,7.86,15.0,28.57,12.14
1934,apple hardware,38.32,8.98,10.78,11.38,19.76,10.78
1935,electronics,11.23,10.53,5.26,41.05,25.61,6.32
1936,apple hardware,32.31,11.22,4.42,16.33,27.55,8.16
1937,for sale,24.42,9.68,8.29,5.99,41.94,9.68
1938,apple hardware,28.88,16.04,8.56,22.99,14.97,8.56
1939,apple hardware,49.64,8.7,6.88,10.14,13.04,11.59
1940,electronics,18.7,8.02,8.78,33.97,19.08,11.45
1941,electronics,15.96,10.11,7.98,42.02,12.77,11.17
1942,electronics,11.33,9.77,7.03,41.41,23.44,7.03
1943,apple hardware,43.81,12.38,10.48,11.43,10.48,11.43
1944,apple hardware,25.0,10.0,9.17,18.33,23.33,14.17
1945,apple hardware,28.24,9.92,10.69,19.08,22.14,9.92
1946,electronics,24.76,10.48,12.38,26.67,15.24,10.48
1947,apple hardware,34.29,13.57,13.57,9.29,17.86,11.43
1948,apple hardware,25.22,16.52,10.43,15.65,19.13,13.04
1949,for sale,12.0,10.4,16.8,12.8,36.0,12.0
1950,apple hardware,29.36,11.93,11.01,14.68,19.27,13.76
1951,apple hardware,33.81,10.79,8.63,20.14,16.55,10.07
1952,apple hardware,42.04,10.83,9.55,12.74,15.29,9.55
1953,apple hardware,37.91,11.76,8.5,13.73,21.57,6.54
1954,electronics,15.17,12.41,10.34,31.03,22.76,8.28
1955,for sale,12.9,13.98,19.35,13.98,26.88,12.9
1956,for sale,20.25,8.89,6.17,10.86,47.65,6.17
1957,for sale,18.63,9.94,9.94,16.77,34.16,10.56
1958,apple hardware,37.84,8.11,8.65,13.51,22.16,9.73
1959,apple hardware,38.79,11.21,9.48,18.1,12.93,9.48
1960,apple hardware,37.88,9.6,7.07,13.64,26.26,5.56
1961,apple hardware,38.79,9.48,9.48,12.93,20.69,8.62
1962,apple hardware,33.54,11.39,12.03,17.09,15.19,10.76
1963,apple hardware,30.36,11.61,13.39,17.86,15.18,11.61
1964,apple hardware,32.06,13.74,9.16,9.16,26.72,9.16
1965,electronics,20.65,10.33,11.41,28.8,19.57,9.24
1966,apple hardware,45.64,10.77,7.18,6.67,18.46,11.28
1967,apple hardware,37.8,8.54,4.88,8.54,33.33,6.91
1968,electronics,18.12,14.49,7.97,32.61,11.59,15.22
1969,apple hardware,37.82,11.76,10.92,10.08,20.17,9.24
1970,apple hardware,36.36,7.88,11.52,16.97,18.79,8.48
1971,for sale,20.79,15.73,11.8,10.67,26.97,14.04
1972,apple hardware,30.0,10.83,17.5,14.17,17.5,10.0
1973,electronics,17.24,12.81,9.85,41.87,11.33,6.9
1974,apple hardware,24.56,12.28,8.77,18.42,24.56,11.4
1975,apple hardware,32.35,15.69,9.8,14.71,16.67,10.78
1976,apple hardware,36.59,9.76,7.93,11.59,18.29,15.85
1977,electronics,16.21,21.74,5.93,32.81,13.83,9.49
1978,electronics,13.37,12.79,6.98,44.19,13.37,9.3
1979,electronics,16.13,12.9,7.53,44.09,10.75,8.6
1980,electronics,13.46,10.38,6.15,51.15,10.77,8.08
1981,for sale,16.67,19.67,11.33,7.67,33.0,11.67
1982,for sale,21.86,6.56,6.01,27.05,29.23,9.29
1983,for sale,14.36,11.92,6.57,10.22,50.85,6.08
1984,apple hardware,34.95,14.56,9.71,13.59,13.59,13.59
1985,electronics,26.6,10.64,6.38,30.32,18.09,7.98
1986,electronics,19.69,9.45,11.02,24.41,21.26,14.17
1987,electronics,23.53,12.61,12.61,25.21,13.45,12.61
1988,apple hardware,27.88,11.54,14.42,19.23,13.46,13.46
1989,apple hardware,37.6,8.4,6.0,19.2,19.2,9.6
1990,electronics,22.15,10.07,9.4,29.53,18.79,10.07
1991,apple hardware,49.18,7.65,6.01,8.2,10.93,18.03
1992,electronics,14.74,9.62,7.69,42.31,14.1,11.54
1993,electronics,13.04,8.7,5.43,52.72,11.96,8.15
1994,apple hardware,22.73,11.36,17.05,15.91,17.05,15.91
1995,apple hardware,38.65,12.27,7.98,10.43,22.09,8.59
1996,electronics,17.13,14.36,5.52,45.3,9.39,8.29
1997,apple hardware,33.33,12.39,5.98,11.54,27.35,9.4
1998,apple hardware,20.15,14.18,20.15,15.67,11.94,17.91
1999,for sale,22.91,10.13,9.69,19.38,26.43,11.45
2000,electronics,12.39,13.25,6.84,35.47,15.81,16.24
2001,electronics,14.59,3.45,14.01,52.98,3.84,11.13
2002,electronics,6.73,10.7,7.65,44.95,20.8,9.17
2003,for sale,18.18,10.91,12.73,20.91,22.73,14.55
2004,electronics,19.64,9.82,14.29,27.68,16.96,11.61
2005,electronics,7.3,18.54,7.3,43.82,15.17,7.87
2006,apple hardware,26.67,11.43,22.86,16.19,13.33,9.52
2007,for sale,12.16,6.27,9.8,18.43,44.71,8.63
2008,electronics,14.81,9.26,14.2,42.59,12.35,6.79
2009,electronics,15.24,7.62,10.95,45.24,12.86,8.1
2010,electronics,12.23,14.39,8.63,32.37,20.14,12.23
2011,apple hardware,25.23,18.92,12.61,19.82,14.41,9.01
2012,electronics,15.48,9.52,8.33,32.74,22.62,11.31
2013,for sale,19.83,14.88,9.09,23.14,23.97,9.09
2014,electronics,25.6,8.8,4.8,46.0,6.4,8.4
2015,apple hardware,34.76,7.49,5.35,32.09,9.63,10.7
2016,electronics,20.39,13.59,13.59,28.16,12.62,11.65
2017,electronics,8.22,12.33,13.01,39.73,14.38,12.33
2018,electronics,11.36,7.39,8.52,37.5,24.43,10.8
2019,electronics,9.78,11.56,9.78,27.56,24.44,16.89
2020,electronics,8.17,6.23,7.78,43.97,24.9,8.95
2021,apple hardware,32.6,14.92,6.08,19.89,13.81,12.71
2022,for sale,12.36,14.61,14.61,13.48,31.46,13.48
2023,apple hardware,21.43,10.71,16.96,13.39,21.43,16.07
2024,electronics,8.06,13.27,3.79,42.89,20.85,11.14
2025,electronics,16.13,13.71,12.9,29.03,16.94,11.29
2026,apple hardware,29.73,11.71,11.71,14.41,21.62,10.81
2027,electronics,9.22,8.93,7.78,45.53,20.17,8.36
2028,electronics,13.97,8.3,6.99,32.75,21.4,16.59
2029,electronics,20.0,11.43,10.0,27.86,17.86,12.86
2030,electronics,16.67,7.35,9.31,31.37,23.04,12.25
2031,electronics,9.69,7.65,6.12,43.37,23.98,9.18
2032,electronics,13.59,9.22,7.77,33.5,27.67,8.25
2033,electronics,16.67,13.89,15.74,18.52,17.59,17.59
2034,for sale,17.36,9.92,14.88,17.36,28.93,11.57
2035,electronics,16.81,6.64,12.83,46.02,11.5,6.19
2036,electronics,12.89,7.81,7.42,30.86,26.95,14.06
2037,apple hardware,29.24,8.19,11.11,18.13,22.81,10.53
2038,electronics,7.69,9.74,7.69,35.38,28.21,11.28
2039,electronics,8.33,10.0,8.33,34.17,27.5,11.67
2040,apple hardware,27.36,11.32,19.81,15.09,15.09,11.32
2041,apple hardware,25.76,11.36,9.85,25.76,18.18,9.09
2042,electronics,3.79,13.55,3.25,60.7,11.11,7.59
2043,electronics,9.48,7.76,6.47,40.09,26.72,9.48
2044,electronics,19.08,13.29,7.51,27.75,24.86,7.51
2045,for sale,16.86,15.12,7.56,23.26,29.07,8.14
2046,electronics,13.17,8.98,7.19,43.71,17.96,8.98
2047,electronics,9.96,10.39,7.79,47.19,14.29,10.39
2048,electronics,17.24,13.1,7.59,35.86,11.03,15.17
2049,apple hardware,37.5,11.46,12.5,11.46,16.67,10.42
2050,for sale,18.02,9.54,7.77,26.86,30.74,7.07
2051,electronics,17.14,11.43,13.33,33.33,14.29,10.48
2052,apple hardware,22.33,17.48,12.62,19.42,15.53,12.62
2053,electronics,16.46,10.13,8.86,36.08,17.72,10.76
2054,apple hardware,37.0,10.0,12.0,11.0,19.0,11.0
2055,electronics,12.99,9.6,8.47,29.94,24.29,14.69
2056,electronics,13.89,13.89,10.19,28.7,17.59,15.74
2057,electronics,9.68,9.03,9.03,38.06,23.23,10.97
2058,electronics,6.1,10.98,9.76,36.59,25.61,10.98
2059,electronics,5.13,12.82,7.69,51.71,15.81,6.84
2060,electronics,8.65,7.69,7.21,41.35,19.23,15.87
2061,electronics,16.38,10.73,9.04,40.68,15.25,7.91
2062,apple hardware,39.07,6.62,11.26,19.87,11.92,11.26
2063,electronics,7.27,11.52,7.27,44.24,19.39,10.3
2064,electronics,9.74,11.04,9.09,44.81,16.88,8.44
2065,electronics,11.92,12.58,11.92,35.1,15.89,12.58
2066,for sale,14.21,16.99,7.52,18.94,22.28,20.06
2067,electronics,12.63,14.74,16.84,26.32,17.89,11.58
2068,electronics,9.82,4.91,6.75,43.87,24.54,10.12
2069,electronics,13.41,13.41,15.85,24.39,19.51,13.41
2070,electronics,10.6,7.77,6.36,55.12,13.43,6.71
2071,apple hardware,30.43,17.39,13.77,13.04,15.94,9.42
2072,electronics,12.77,11.7,10.64,24.47,24.47,15.96
2073,for sale,11.17,7.77,6.31,14.08,52.91,7.77
2074,electronics,6.69,14.59,4.86,48.63,17.63,7.6
2075,electronics,23.73,9.6,5.65,40.68,10.73,9.6
2076,electronics,7.75,10.47,8.14,46.9,17.44,9.3
2077,for sale,10.91,14.55,10.0,20.91,23.64,20.0
2078,electronics,6.53,12.71,5.5,35.4,18.56,21.31
2079,electronics,9.72,13.36,4.86,45.75,14.17,12.15
2080,electronics,18.39,16.09,13.79,21.84,14.94,14.94
2081,electronics,16.33,10.71,7.14,41.84,13.27,10.71
2082,electronics,12.28,10.53,8.19,33.33,21.05,14.62
2083,electronics,8.24,11.76,9.41,38.82,18.82,12.94
2084,electronics,10.22,11.29,8.06,38.71,16.13,15.59
2085,electronics,8.56,8.95,8.56,40.08,19.46,14.4
2086,electronics,23.02,11.11,11.11,30.16,15.87,8.73
2087,electronics,15.15,13.13,10.1,36.36,13.13,12.12
2088,electronics,24.32,8.11,7.66,27.48,23.42,9.01
2089,for sale,5.58,6.37,6.77,35.06,37.45,8.76
2090,electronics,15.52,10.34,8.62,40.8,10.92,13.79
2091,electronics,8.19,5.85,7.89,50.0,18.42,9.65
2092,apple hardware,25.37,13.43,10.45,22.39,15.67,12.69
2093,for sale,10.6,11.92,9.93,12.58,45.03,9.93
2094,apple hardware,29.37,8.73,9.52,15.08,23.02,14.29
2095,electronics,13.94,10.91,9.7,38.18,15.15,12.12
2096,for sale,5.04,6.16,5.6,27.73,49.3,6.16
2097,electronics,14.11,7.36,13.5,31.29,22.7,11.04
2098,apple hardware,25.89,9.82,10.71,20.54,24.11,8.93
2099,electronics,13.28,13.28,8.59,31.25,19.53,14.06
2100,electronics,24.37,9.64,6.09,31.98,16.75,11.17
2101,for sale,8.7,14.49,13.04,24.64,28.99,10.14
2102,apple hardware,23.87,13.55,7.74,18.71,14.84,21.29
2103,for sale,10.0,10.67,9.33,11.33,43.33,15.33
2104,electronics,20.77,7.69,13.85,30.0,16.15,11.54
2105,electronics,13.45,16.81,10.92,30.25,18.49,10.08
2106,electronics,15.32,9.46,8.11,30.63,23.42,13.06
2107,apple hardware,27.03,12.61,13.51,18.92,15.32,12.61
2108,for sale,12.08,9.4,7.38,12.75,49.66,8.72
2109,electronics,13.46,14.42,13.46,24.04,15.38,19.23
2110,for sale,20.34,12.71,13.56,17.8,26.27,9.32
2111,electronics,13.74,10.9,8.53,38.86,16.11,11.85
2112,for sale,15.38,10.49,22.38,16.08,23.78,11.89
2113,for sale,17.92,10.38,15.09,16.04,27.36,13.21
2114,electronics,23.61,9.03,12.5,31.94,12.5,10.42
2115,electronics,10.55,24.0,5.09,28.0,14.18,18.18
2116,electronics,9.03,8.33,11.81,43.06,16.67,11.11
2117,electronics,12.0,10.0,14.0,40.0,14.0,10.0
2118,electronics,15.73,13.48,14.61,25.84,17.98,12.36
2119,apple hardware,25.74,14.85,10.89,15.84,22.77,9.9
2120,electronics,9.27,6.34,8.78,34.63,27.8,13.17
2121,electronics,6.3,7.56,7.98,50.0,22.27,5.88
2122,electronics,9.13,8.26,5.65,45.22,23.04,8.7
2123,electronics,15.74,11.11,9.26,37.96,14.81,11.11
2124,for sale,15.12,8.72,9.88,23.26,23.84,19.19
2125,apple hardware,24.08,12.04,13.09,21.47,19.37,9.95
2126,for sale,13.87,12.41,7.3,24.82,26.28,15.33
2127,electronics,16.56,12.58,11.26,27.81,19.21,12.58
2128,electronics,13.64,14.29,6.49,35.06,20.13,10.39
2129,for sale,20.33,9.89,8.79,14.84,37.91,8.24
2130,for sale,9.57,12.44,7.66,22.01,35.41,12.92
2131,electronics,22.96,9.63,11.85,26.67,20.0,8.89
2132,electronics,8.85,9.73,6.19,43.36,22.57,9.29
2133,apple hardware,24.32,12.61,13.51,11.71,23.42,14.41
2134,guns,18.75,17.71,10.42,16.67,16.67,19.79
2135,electronics,13.51,12.84,7.43,39.19,18.92,8.11
2136,electronics,19.33,10.92,12.61,33.61,11.76,11.76
2137,electronics,7.42,5.68,6.11,40.61,17.47,22.71
2138,electronics,13.33,11.52,7.88,34.55,16.36,16.36
2139,electronics,16.91,11.76,8.82,37.5,13.24,11.76
2140,electronics,17.07,10.57,9.76,25.2,25.2,12.2
2141,electronics,15.81,9.4,6.84,32.91,26.5,8.55
2142,electronics,11.35,9.93,9.22,51.06,10.64,7.8
2143,for sale,18.42,11.18,11.84,25.66,26.32,6.58
2144,electronics,13.48,12.77,7.8,41.13,11.35,13.48
2145,electronics,11.4,10.88,8.81,36.79,22.28,9.84
2146,electronics,15.06,10.88,5.86,33.05,24.27,10.88
2147,apple hardware,27.41,10.37,7.41,19.26,21.48,14.07
2148,electronics,20.0,17.86,10.0,27.86,15.0,9.29
2149,apple hardware,22.22,18.52,10.19,22.22,12.96,13.89
2150,electronics,18.37,7.48,14.97,32.65,17.01,9.52
2151,apple hardware,34.27,8.99,7.3,29.21,10.67,9.55
2152,for sale,12.0,12.0,12.8,20.0,34.4,8.8
2153,electronics,7.57,12.43,7.03,42.16,18.38,12.43
2154,for sale,19.12,12.5,11.76,16.91,28.68,11.03
2155,electronics,13.81,7.18,10.5,48.07,14.36,6.08
2156,electronics,24.39,9.76,12.2,25.2,18.7,9.76
2157,electronics,19.8,12.38,6.93,32.67,19.31,8.91
2158,apple hardware,29.59,8.88,14.79,26.63,11.83,8.28
2159,electronics,10.93,9.84,8.74,45.9,13.66,10.93
2160,electronics,16.94,8.87,16.94,30.65,14.52,12.1
2161,electronics,8.42,6.84,10.53,43.16,15.79,15.26
2162,for sale,20.59,9.56,22.79,11.03,23.53,12.5
2163,for sale,20.38,11.85,7.58,20.38,27.96,11.85
2164,apple hardware,25.62,14.05,8.26,25.62,14.88,11.57
2165,electronics,14.68,11.01,11.93,22.02,19.27,21.1
2166,for sale,23.21,13.39,9.38,19.2,27.68,7.14
2167,for sale,17.28,11.73,17.9,16.67,21.6,14.81
2168,electronics,13.92,15.98,10.82,26.8,22.16,10.31
2169,electronics,3.96,8.27,4.68,48.92,26.26,7.91
2170,electronics,7.03,10.94,7.42,43.36,22.66,8.59
2171,for sale,11.89,6.99,8.04,16.78,46.85,9.44
2172,electronics,17.38,12.46,4.26,43.61,17.7,4.59
2173,electronics,23.97,10.74,11.57,25.62,18.18,9.92
2174,electronics,25.36,10.87,8.7,30.43,12.32,12.32
2175,electronics,21.38,9.66,11.03,31.03,14.48,12.41
2176,electronics,9.09,17.32,5.19,36.8,24.68,6.93
2177,electronics,12.8,11.2,8.8,38.8,14.8,13.6
2178,electronics,13.74,12.98,12.98,35.11,12.21,12.98
2179,for sale,11.36,6.25,14.2,24.43,28.98,14.77
2180,guns,11.0,9.0,7.5,28.5,14.0,30.0
2181,for sale,9.77,9.02,9.02,9.77,54.14,8.27
2182,electronics,6.18,6.55,4.73,41.09,13.45,28.0
2183,guns,1.46,5.18,0.58,34.64,7.4,50.74
2184,for sale,10.67,7.87,12.92,7.87,54.49,6.18
2185,electronics,10.08,12.4,10.08,41.09,13.18,13.18
2186,electronics,10.81,13.51,12.84,36.49,16.22,10.14
2187,electronics,10.5,12.18,7.14,39.5,21.85,8.82
2188,electronics,6.63,11.22,6.63,53.06,15.31,7.14
2189,electronics,7.5,8.0,8.0,57.0,13.0,6.5
2190,electronics,18.05,12.78,9.02,31.58,19.55,9.02
2191,for sale,9.15,11.11,6.86,13.07,43.46,16.34
2192,electronics,16.55,13.1,10.34,28.28,18.62,13.1
2193,electronics,11.98,11.38,16.77,29.94,17.96,11.98
2194,electronics,21.25,14.37,7.5,29.38,16.25,11.25
2195,electronics,13.86,8.43,12.65,40.36,14.46,10.24
2196,electronics,7.43,9.67,7.81,44.24,23.42,7.43
2197,for sale,14.18,12.69,11.94,23.88,28.36,8.96
2198,electronics,12.87,11.88,8.42,29.7,27.72,9.41
2199,electronics,9.2,12.64,9.2,33.33,21.26,14.37
2200,electronics,11.32,12.58,6.92,30.82,25.16,13.21
2201,for sale,9.03,11.94,3.87,18.71,40.97,15.48
2202,electronics,8.92,9.55,8.28,32.48,24.84,15.92
2203,for sale,18.52,11.11,11.85,21.48,22.22,14.81
2204,electronics,12.24,9.18,7.65,43.88,14.8,12.24
2205,electronics,9.42,10.47,9.95,47.12,16.75,6.28
2206,for sale,10.2,8.16,7.48,23.81,40.14,10.2
2207,apple hardware,35.65,13.04,10.43,17.39,12.17,11.3
2208,for sale,14.78,9.57,12.17,12.17,37.39,13.91
2209,for sale,6.93,6.93,5.19,9.52,63.2,8.23
2210,electronics,21.65,8.66,7.48,27.17,14.57,20.47
2211,apple hardware,36.94,10.81,9.01,14.41,18.02,10.81
2212,electronics,13.58,12.96,8.64,30.86,16.67,17.28
2213,electronics,23.58,11.38,10.57,32.52,13.01,8.94
2214,electronics,7.66,8.81,5.36,41.0,16.86,20.31
2215,for sale,20.57,12.77,7.8,21.99,22.7,14.18
2216,electronics,15.09,13.21,12.26,29.25,14.15,16.04
2217,for sale,5.74,9.09,6.22,12.92,55.02,11.0
2218,electronics,10.53,9.36,6.43,43.86,9.36,20.47
2219,electronics,22.35,10.59,13.53,33.53,11.76,8.24
2220,electronics,18.11,9.45,15.75,37.8,9.45,9.45
2221,for sale,12.2,14.63,9.76,23.78,26.83,12.8
2222,electronics,9.76,7.93,8.54,49.39,12.2,12.2
2223,electronics,11.43,10.29,8.57,40.57,18.86,10.29
2224,apple hardware,28.49,6.98,9.88,20.93,16.28,17.44
2225,apple hardware,28.8,10.4,17.6,14.4,20.0,8.8
2226,electronics,13.68,8.55,9.4,44.44,12.82,11.11
2227,electronics,11.97,7.75,7.04,43.66,19.72,9.86
2228,electronics,14.67,12.89,12.0,38.22,9.78,12.44
2229,apple hardware,27.65,15.29,7.06,17.65,21.76,10.59
2230,electronics,11.06,8.04,5.53,36.18,13.07,26.13
2231,apple hardware,25.96,10.58,11.54,12.5,25.96,13.46
2232,for sale,21.43,12.14,12.14,13.57,22.14,18.57
2233,hockey,18.89,13.33,20.0,18.89,16.67,12.22
2234,apple hardware,24.59,11.48,14.75,23.77,14.75,10.66
2235,electronics,12.73,10.91,15.45,35.45,16.36,9.09
2236,electronics,8.16,10.71,8.16,40.31,18.37,14.29
2237,electronics,12.59,8.89,12.59,37.78,16.3,11.85
2238,electronics,7.98,16.56,7.36,30.67,11.66,25.77
2239,electronics,10.4,9.22,7.8,45.39,18.91,8.27
2240,electronics,14.5,9.92,12.21,37.4,17.56,8.4
2241,apple hardware,30.63,11.25,11.88,18.75,13.75,13.75
2242,apple hardware,25.13,11.52,8.9,24.61,20.94,8.9
2243,electronics,8.75,9.76,4.04,48.48,22.22,6.73
2244,electronics,5.7,11.4,6.74,50.26,15.03,10.88
2245,for sale,7.61,7.11,7.11,8.63,55.84,13.71
2246,electronics,16.83,10.89,13.86,27.72,16.83,13.86
2247,electronics,15.04,8.27,7.52,44.36,15.04,9.77
2248,electronics,8.98,9.58,10.18,46.11,17.96,7.19
2249,electronics,17.65,7.35,13.97,36.76,16.18,8.09
2250,for sale,18.09,13.83,10.64,18.09,24.47,14.89
2251,electronics,14.12,7.84,9.02,41.57,18.43,9.02
